hh_id,hh_name,hh_inCDA,hh_size,hh_village-id,,,
19577,42-278-A-7,0,4,142,40,,
19578,42-278-B-7,0,5,142,50,,
19579,42-278-C-1,0,1,142,10,,
19580,42-279-A-2,0,8,142,80,,
19581,42-279-A-4,0,3,142,30,,
19582,42-279-A-5,0,5,142,50,,
19583,42-279-A-7,0,6,142,60,,
19584,42-279-B-2,0,2,142,20,,
19585,42-279-B-6,0,3,142,30,,
19586,42-279-C-3,0,8,142,80,,
19587,42-279-D-3,0,5,142,50,,
19588,42-280-A-1,0,8,142,80,,
19589,42-280-A-2,0,10,142,100,,
19590,42-280-A-3,0,16,142,160,,
19591,42-280-A-4,0,9,142,90,,
19592,42-280-A-5,0,9,142,90,,
19593,42-280-A-6,0,3,142,30,,
19594,42-281-A-1,0,1,142,10,,
19595,42-281-A-3,0,1,142,10,,
19596,42-281-A-4,0,10,142,100,,
19597,42-281-A-6,0,6,142,60,,
19598,42-281-A-7,0,8,142,80,,
19599,42-281-B-2,0,4,142,40,,
19600,42-281-B-5,0,2,142,20,,
19601,42-281-C-5,0,1,142,10,,
19602,42-281-E-5,0,2,142,20,,
19603,42-282-A-1,0,3,142,30,,
19604,42-282-A-4,0,3,142,30,,
19605,42-282-A-5,0,7,142,70,,
19606,42-282-A-6,0,9,142,90,,
19607,42-282-A-7,0,5,142,50,,
19608,42-282-B-1,0,1,142,10,,
19609,42-282-C-6,0,1,142,10,,
19610,42-283-A-1,0,2,142,20,,
19611,42-283-A-2,0,6,142,60,,
19612,42-283-A-3,0,11,142,110,,
19613,42-283-A-4,0,1,142,10,,
19614,42-283-B-3,0,9,142,90,,
19615,42-283-B-5,0,2,142,20,,
19616,42-283-B-6,0,8,142,80,,
19617,42-283-D-3,0,3,142,30,,
19618,42-284-A-1,0,4,142,40,,
19619,42-284-A-4,0,8,142,80,,
19620,42-284-A-5,0,16,142,160,,
19621,42-284-A-6,0,13,142,130,,
19622,42-284-A-7,0,1,142,10,,
19623,42-284-F-2,0,1,142,10,,
19624,42-285-A-2,0,8,142,80,,
19625,42-285-A-4,0,17,142,170,,
19626,42-285-A-5,0,13,142,130,,
19627,42-285-A-6,0,10,142,100,,
19628,42-285-A-7,0,3,142,30,,
19629,42-285-B-1,0,7,142,70,,
19630,42-285-B-6,0,11,142,110,,
19631,42-285-C-3,0,2,142,20,,
19632,42-285-C-6,0,4,142,40,,
19633,42-285-D-3,0,6,142,60,,
19634,42-285-D-4,0,6,142,60,,
19635,42-286-A-2,0,4,142,40,,
19636,42-286-A-3,0,11,142,110,,
19637,42-286-A-4,0,7,142,70,,
19638,42-286-A-6,0,7,142,70,,
19639,42-286-A-7,0,10,142,100,,
19640,42-286-B-2,0,21,142,210,,
19641,42-286-H-5,0,4,142,40,,
19642,42-287-A-2,0,28,142,280,,
19643,42-287-A-3,0,4,142,40,,
19644,42-287-A-7,0,6,142,60,,
19645,42-287-B-2,0,6,142,60,,
19646,42-287-B-4,0,5,142,50,,
19647,42-287-B-5,0,13,142,130,,
19648,42-288-A-1,0,8,142,80,,
19649,42-288-A-3,0,10,142,100,,
19650,42-288-A-4,0,4,142,40,,
19651,42-288-A-5,0,17,142,170,,
19652,42-288-A-6,0,7,142,70,,
19653,42-288-A-7,0,6,142,60,,
19654,42-288-B-2,0,6,142,60,,
19655,42-288-B-6,0,5,142,50,,
19656,42-288-C-6,0,2,142,20,,
19657,42-289-A-1,0,5,142,50,,
19658,42-289-A-2,0,15,142,150,,
19659,42-289-A-3,0,9,142,90,,
19660,42-289-A-4,0,12,142,120,,
19661,42-289-A-6,0,22,142,220,,
19662,42-289-A-7,0,4,142,40,,
19663,42-289-B-4,0,4,142,40,,
19664,42-289-B-5,0,8,142,80,,
19665,42-290-A-2,0,2,142,20,,
19666,42-290-A-4,0,14,142,140,,
19667,42-290-A-5,0,14,142,140,,
19668,42-290-C-1,0,1,142,10,,
19669,42-290-D-1,0,4,142,40,,
19670,42-291-A-1,0,16,142,160,,
19671,42-291-A-3,0,9,142,90,,
19672,42-291-A-5,0,7,142,70,,
19673,42-291-A-6,0,6,142,60,,
19674,42-291-B-2,0,4,142,40,,
19675,42-291-D-5,0,4,142,40,,
19676,42-292-A-2,0,7,142,70,,
19677,42-292-A-5,0,6,142,60,,
19678,42-292-A-6,0,4,142,40,,
19679,42-292-A-7,0,1,142,10,,
19680,42-292-B-6,0,5,142,50,,
19681,42-292-D-1,0,9,142,90,,
19682,42-292-G-6,0,2,142,20,,
19683,42-293-A-1,0,18,142,180,,
19684,42-293-A-3,0,1,142,10,,
19685,42-293-A-5,0,1,142,10,,
19686,42-293-A-7,0,1,142,10,,
19687,42-293-B-4,0,4,142,40,,
19688,42-293-C-4,0,3,142,30,,
19689,42-293-E-3,0,4,142,40,,
19690,42-293-F-3,0,3,142,30,,
19691,42-294-A-1,0,9,142,90,,
19692,42-294-A-2,0,10,142,100,,
19693,42-294-A-5,0,10,142,100,,
19694,42-294-A-6,0,7,142,70,,
19695,42-294-A-7,0,3,142,30,,
19696,42-294-B-6,0,4,142,40,,
19697,42-294-C-2,0,2,142,20,,
19698,42-294-D-3,0,2,142,20,,
19699,42-294-E-2,0,2,142,20,,
19700,42-294-F-3,0,1,142,10,,
19701,42-295-A-2,0,17,142,170,,
19702,42-295-A-3,0,12,142,120,,
19703,42-295-A-6,0,1,142,10,,
19704,42-295-A-7,0,7,142,70,,
19705,42-295-B-2,0,5,142,50,,
19706,42-295-B-4,0,6,142,60,,
19707,42-295-B-5,0,3,142,30,,
19708,42-296-A-2,0,10,142,100,,
19709,42-296-A-3,0,2,142,20,,
19710,42-296-A-4,0,11,142,110,,
19711,42-296-A-6,0,11,142,110,,
19712,42-296-A-7,0,4,142,40,,
19713,42-296-B-5,0,6,142,60,,
19714,42-296-C-1,0,8,142,80,,
19715,42-296-H-1,0,7,142,70,,
19716,42-296-K-1,0,4,142,40,,
19717,42-297-A-1,0,10,142,100,,
19718,42-297-A-3,0,14,142,140,,
19719,42-297-A-4,0,12,142,120,,
19720,42-297-A-5,0,7,142,70,,
19721,42-297-A-6,0,12,142,120,,
19722,42-297-A-7,0,2,142,20,,
19723,42-297-B-4,0,7,142,70,,
19724,42-297-C-4,0,8,142,80,,
19725,42-297-C-5,0,1,142,10,,
19726,42-297-E-2,0,1,142,10,,
19727,42-298-A-1,0,5,142,50,,
19728,42-298-A-2,0,7,142,70,,
19729,42-298-A-3,0,21,142,210,,
19730,42-298-A-4,0,7,142,70,,
19731,42-298-A-5,0,6,142,60,,
19732,42-298-A-6,0,18,142,180,,
19733,42-298-A-7,0,5,142,50,,
19734,42-298-C-1,0,1,142,10,,
19735,42-298-C-5,0,1,142,10,,
19736,42-298-D-1,0,1,142,10,,
19737,42-299-A-1,0,7,142,70,,
19738,42-299-A-3,0,18,142,180,,
19739,42-299-A-6,0,7,142,70,,
19740,42-299-B-2,0,9,142,90,,
19741,42-300-A-1,0,5,142,50,,
19742,42-300-A-2,0,13,142,130,,
19743,42-300-A-3,0,17,142,170,,
19744,42-300-A-4,0,7,142,70,,
19745,42-300-A-6,0,11,142,110,,
19746,42-300-A-7,0,7,142,70,,
19747,42-301-A-1,0,7,142,70,,
19748,42-301-A-2,0,6,142,60,,
19749,42-301-A-3,0,8,142,80,,
19750,42-301-A-5,0,10,142,100,,
19751,42-301-A-6,0,6,142,60,,
19752,42-301-A-7,0,5,142,50,,
19753,42-301-B-2,0,1,142,10,,
19754,42-302-A-3,0,19,142,190,,
19755,42-302-A-4,0,9,142,90,,
19756,42-302-A-6,0,14,142,140,,
19757,42-302-A-7,0,6,142,60,,
19758,42-302-B-4,0,3,142,30,,
19759,42-303-A-1,0,24,142,240,,
19760,42-303-A-2,0,27,142,270,,
19761,42-303-A-3,0,9,142,90,,
19762,42-303-A-4,0,13,142,130,,
19763,42-303-A-5,0,9,142,90,,
19764,42-304-A-1,0,16,142,160,,
19765,42-304-A-3,0,4,142,40,,
19766,42-304-A-4,0,10,142,100,,
19767,42-304-A-5,0,14,142,140,,
19768,42-304-A-6,0,14,142,140,,
19769,42-304-A-7,0,2,142,20,,
19770,42-304-B-7,0,7,142,70,,
19771,42-304-F-3,0,9,142,90,,
19772,42-304-G-3,0,1,142,10,,
19773,42-304-I-3,0,5,142,50,,
19774,42-304-J-3,0,4,142,40,,
19775,42-305-A-1,0,19,142,190,,
19776,42-305-A-2,0,29,142,290,,
19777,42-305-A-3,0,13,142,130,,
19778,42-305-A-5,0,10,142,100,,
19779,42-305-A-6,0,1,142,10,,
19780,42-305-A-7,0,4,142,40,,
19781,42-306-A-1,0,22,142,220,,
19782,42-306-A-3,0,1,142,10,,
19783,42-306-A-4,0,5,142,50,,
19784,42-306-A-5,0,1,142,10,,
19785,42-306-A-6,0,6,142,60,,
19786,42-306-A-7,0,3,142,30,,
19787,42-306-B-5,0,5,142,50,,
19788,42-306-B-6,0,1,142,10,,
19789,42-306-C-5,0,5,142,50,,
19790,42-306-C-6,0,1,142,10,,
19791,42-306-D-5,0,6,142,60,,
19792,42-306-J-2,0,4,142,40,,
19793,42-306-K-2,0,1,142,10,,
19794,42-306-Q-2,0,4,142,40,,
19795,42-306-R-2,0,2,142,20,,
19796,42-307-A-1,0,4,142,40,,
19797,42-307-A-2,0,21,142,210,,
19798,42-307-A-5,0,4,142,40,,
19799,42-307-A-7,0,5,142,50,,
19800,42-307-B-6,0,2,142,20,,
19801,42-308-A-1,0,6,142,60,,
19802,42-308-A-4,0,21,142,210,,
19803,42-308-A-5,0,14,142,140,,
19804,42-308-A-7,0,2,142,20,,
19805,42-308-B-1,0,4,142,40,,
19806,42-308-B-2,0,5,142,50,,
19807,42-308-B-5,0,10,142,100,,
19808,42-308-C-2,0,9,142,90,,
19809,42-308-D-2,0,5,142,50,,
19810,42-308-D-6,0,4,142,40,,
19811,42-308-E-6,0,2,142,20,,
19812,42-309-A-1,0,5,142,50,,
19813,42-309-A-2,0,5,142,50,,
19814,42-309-A-4,0,13,142,130,,
19815,42-309-A-5,0,1,142,10,,
19816,42-309-A-7,0,5,142,50,,
19817,42-309-B-2,0,5,142,50,,
19818,42-309-E-6,0,7,142,70,,
19819,42-310-A-1,0,10,142,100,,
19820,42-310-A-2,0,10,142,100,,
19821,42-310-A-3,0,4,142,40,,
19822,42-310-A-4,0,6,142,60,,
19823,42-310-A-7,0,4,142,40,,
19824,42-310-B-5,0,12,142,120,,
19825,42-311-A-5,0,13,142,130,,
19826,42-311-A-6,0,4,142,40,,
19827,42-311-A-7,0,6,142,60,,
19828,42-311-B-4,0,11,142,110,,
19829,42-312-A-1,0,21,142,210,,
19830,42-312-A-5,0,6,142,60,,
19831,42-312-B-2,0,5,142,50,,
19832,42-312-B-3,0,6,142,60,,
19833,42-312-B-4,0,5,142,50,,
19834,42-312-C-4,0,5,142,50,,
19835,42-313-A-2,0,9,142,90,,
19836,42-313-A-4,0,13,142,130,,
19837,42-313-A-7,0,6,142,60,,
19838,42-313-B-6,0,3,142,30,,
19839,42-313-C-2,0,6,142,60,,
19840,42-313-D-5,0,5,142,50,,
19841,42-314-A-1,0,7,142,70,,
19842,42-314-A-2,0,2,142,20,,
19843,42-314-A-3,0,7,142,70,,
19844,42-314-A-4,0,3,142,30,,
19845,42-314-A-6,0,22,142,220,,
19846,42-314-A-7,0,6,142,60,,
19847,42-315-A-2,0,21,142,210,,
19848,42-315-A-4,0,13,142,130,,
19849,42-315-A-5,0,1,142,10,,
19850,42-315-A-7,0,6,142,60,,
19851,42-315-G-6,0,2,142,20,,
19852,42-315-I-6,0,2,142,20,,
19853,42-315-K-6,0,1,142,10,,
19854,42-315-L-6,0,1,142,10,,
19855,42-315-N-6,0,3,142,30,,
19856,42-316-A-3,0,3,142,30,,
19857,42-316-A-4,0,7,142,70,,
19858,42-316-A-5,0,12,142,120,,
19859,42-316-A-6,0,11,142,110,,
19860,42-316-B-4,0,5,142,50,,
19861,42-317-A-4,0,11,142,110,,
19862,42-317-A-7,0,8,142,80,,
19863,42-317-C-5,0,2,142,20,,
19864,42-317-D-6,0,6,142,60,,
19865,42-317-E-2,0,3,142,30,,
19866,42-317-F-2,0,5,142,50,,
19867,42-317-G-2,0,2,142,20,,
19868,42-317-M-2,0,1,142,10,,
19869,42-317-N-2,0,5,142,50,,
19870,42-317-O-2,0,2,142,20,,
19871,42-318-A-1,0,6,142,60,,
19872,42-318-A-3,0,5,142,50,,
19873,42-318-A-4,0,5,142,50,,
19874,42-318-A-5,0,11,142,110,,
19875,42-318-A-6,0,2,142,20,,
19876,42-318-A-7,0,10,142,100,,
19877,42-318-B-2,0,6,142,60,,
19878,42-318-B-3,0,1,142,10,,
19879,42-319-A-2,0,13,142,130,,
19880,42-319-A-4,0,1,142,10,,
19881,42-319-A-5,0,6,142,60,,
19882,42-319-A-7,0,5,142,50,,
19883,42-319-B-4,0,7,142,70,,
19884,42-319-C-1,0,3,142,30,,
19885,42-319-C-6,0,4,142,40,,
19886,42-320-A-1,0,9,142,90,,
19887,42-320-A-2,0,9,142,90,,
19888,42-320-A-3,0,3,142,30,,
19889,42-320-A-4,0,9,142,90,,
19890,42-320-A-7,0,10,142,100,,
19891,42-321-A-1,0,3,142,30,,
19892,42-321-A-4,0,1,142,10,,
19893,42-321-A-5,0,18,142,180,,
19894,42-321-A-7,0,5,142,50,,
19895,42-321-B-2,0,5,142,50,,
19896,42-322-A-1,0,9,142,90,,
19897,42-322-A-4,0,8,142,80,,
19898,42-322-A-5,0,9,142,90,,
19899,42-322-A-7,0,3,142,30,,
19900,42-323-A-1,0,19,142,190,,
19901,42-323-A-4,0,25,142,250,,
19902,42-323-A-5,0,5,142,50,,
19903,42-323-A-7,0,4,142,40,,
19904,42-323-B-2,0,5,142,50,,
19905,42-323-B-6,0,2,142,20,,
19906,42-324-A-4,0,8,142,80,,
19907,42-324-A-6,0,7,142,70,,
19908,42-324-A-7,0,5,142,50,,
19909,42-324-B-2,0,7,142,70,,
19910,42-324-B-7,0,4,142,40,,
19911,42-325-A-1,0,3,142,30,,
19912,42-325-A-2,0,27,142,270,,
19913,42-325-A-4,0,10,142,100,,
19914,42-325-A-5,0,6,142,60,,
19915,42-325-B-3,0,2,142,20,,
19916,42-326-A-2,0,2,142,20,,
19917,42-326-A-6,0,9,142,90,,
19918,42-326-A-7,0,6,142,60,,
19919,42-326-C-1,0,1,142,10,,
19920,42-327-A-2,0,24,142,240,,
19921,42-327-A-6,0,9,142,90,,
19922,42-327-A-7,0,8,142,80,,
19923,42-328-A-2,0,30,142,300,,
19924,42-328-A-4,0,4,142,40,,
19925,42-328-A-5,0,7,142,70,,
19926,42-328-B-5,0,8,142,80,,
19927,42-329-A-4,0,7,142,70,,
19928,42-329-A-7,0,1,142,10,,
19929,42-329-C-1,0,2,142,20,,
19930,42-329-C-2,0,4,142,40,,
19931,42-330-A-2,0,13,142,130,,
19932,42-330-A-5,0,12,142,120,,
19933,42-330-B-6,0,8,142,80,,
19934,42-330-C-1,0,4,142,40,,
19935,42-331-A-5,0,17,142,170,,
19936,42-331-A-6,0,7,142,70,,
19937,42-331-A-7,0,4,142,40,,
19938,42-331-B-1,0,4,142,40,,
19939,42-331-B-6,0,2,142,20,,
19940,42-331-C-4,0,6,142,60,,
19941,42-332-A-1,0,1,142,10,,
19942,42-332-A-2,0,4,142,40,,
19943,42-332-A-4,0,10,142,100,,
19944,42-332-A-7,0,7,142,70,,
19945,42-332-B-3,0,2,142,20,,
19946,42-332-C-3,0,2,142,20,,
19947,42-332-G-3,0,1,142,10,,
19948,42-333-A-3,0,6,142,60,,
19949,42-333-A-4,0,12,142,120,,
19950,42-333-A-5,0,19,142,190,,
19951,42-333-A-6,0,11,142,110,,
19952,42-333-A-7,0,8,142,80,,
19953,42-333-B-2,0,3,142,30,,
19954,42-333-B-5,0,5,142,50,,
19955,42-333-C-1,0,2,142,20,,
19956,42-334-A-1,0,15,142,150,,
19957,42-334-A-2,0,8,142,80,,
19958,42-334-A-4,0,1,142,10,,
19959,42-334-A-6,0,13,142,130,,
19960,42-334-A-7,0,7,142,70,,
19961,42-335-A-2,0,13,142,130,,
19962,42-335-A-4,0,4,142,40,,
19963,42-335-A-7,0,6,142,60,,
19964,42-335-B-3,0,8,142,80,,
19965,42-335-B-4,0,4,142,40,,
19966,42-335-C-5,0,2,142,20,,
19967,42-335-G-5,0,3,142,30,,
19968,42-336-A-4,0,18,142,180,,
19969,42-336-A-5,0,12,142,120,,
19970,42-336-A-6,0,11,142,110,,
19971,42-336-C-2,0,5,142,50,,
19972,42-337-A-1,0,5,142,50,,
19973,42-337-A-3,0,12,142,120,,
19974,42-337-C-2,0,9,142,90,,
19975,42-338-A-2,0,7,142,70,,
19976,42-338-A-6,0,5,142,50,,
19977,42-338-A-7,0,2,142,20,,
19978,42-338-C-3,0,1,142,10,,
19979,42-338-C-5,0,5,142,50,,
19980,42-339-A-1,0,13,142,130,,
19981,42-339-A-2,0,13,142,130,,
19982,42-339-A-3,0,4,142,40,,
19983,42-339-A-4,0,9,142,90,,
19984,42-339-A-7,0,5,142,50,,
19985,42-339-B-5,0,2,142,20,,
19986,42-339-C-5,0,2,142,20,,
19987,42-339-D-5,0,2,142,20,,
19988,42-340-A-1,0,5,142,50,,
19989,42-340-A-2,0,2,142,20,,
19990,42-340-A-4,0,7,142,70,,
19991,42-340-A-5,0,5,142,50,,
19992,42-340-A-7,0,18,142,180,,
19993,42-340-B-1,0,6,142,60,,
19994,42-340-B-5,0,6,142,60,,
19995,42-341-A-2,0,8,142,80,,
19996,42-341-B-1,0,7,142,70,,
19997,42-341-D-5,0,1,142,10,,
19998,42-341-E-5,0,4,142,40,,
19999,42-342-A-1,0,1,142,10,,
20000,42-342-A-2,0,1,142,10,,
20001,42-342-A-5,0,15,142,150,,
20002,42-342-B-1,0,9,142,90,,
20003,42-342-B-2,0,1,142,10,,
20004,42-342-B-6,0,16,142,160,,
20005,42-343-A-1,0,8,142,80,,
20006,42-343-A-4,0,11,142,110,,
20007,42-343-A-6,0,9,142,90,,
20008,42-343-A-7,0,9,142,90,,
20009,42-343-B-3,0,6,142,60,,
20010,42-343-B-7,0,2,142,20,,
20011,42-344-A-3,0,3,142,30,,
20012,42-344-A-4,0,45,142,450,,
20013,42-344-A-5,0,6,142,60,,
20014,42-344-A-6,0,2,142,20,,
20015,42-344-A-7,0,5,142,50,,
20016,42-344-B-7,0,6,142,60,,
20017,42-344-D-5,0,3,142,30,,
20018,42-344-E-5,0,1,142,10,,
20019,42-344-F-5,0,5,142,50,,
20020,42-345-A-2,0,12,142,120,,
20021,42-345-A-4,0,10,142,100,,
20022,42-345-A-5,0,10,142,100,,
20023,42-345-A-6,0,6,142,60,,
20024,42-345-A-7,0,6,142,60,,
20025,42-345-C-2,0,8,142,80,,
20026,42-346-A-4,0,4,142,40,,
20027,42-346-A-5,0,21,142,210,,
20028,42-346-A-6,0,11,142,110,,
20029,42-346-A-7,0,3,142,30,,
20030,42-346-B-7,0,2,142,20,,
20031,42-347-A-3,0,3,142,30,,
20032,42-347-A-5,0,9,142,90,,
20033,42-347-A-6,0,5,142,50,,
20034,42-348-A-1,0,10,142,100,,
20035,42-348-A-2,0,10,142,100,,
20036,42-348-A-5,0,5,142,50,,
20037,42-348-A-7,0,3,142,30,,
20038,42-348-B-2,0,3,142,30,,
20039,42-348-C-2,0,7,142,70,,
20040,42-349-A-1,0,1,142,10,,
20041,42-349-A-2,0,8,142,80,,
20042,42-349-A-4,0,7,142,70,,
20043,42-349-A-5,0,9,142,90,,
20044,42-350-A-4,0,2,142,20,,
20045,42-350-A-6,0,12,142,120,,
20046,42-350-A-7,0,9,142,90,,
20047,42-350-B-3,0,3,142,30,,
20048,42-350-C-2,0,6,142,60,,
20049,42-350-C-3,0,4,142,40,,
20050,42-350-D-2,0,2,142,20,,
20051,42-351-A-1,0,17,142,170,,
20052,42-351-A-2,0,14,142,140,,
20053,42-351-A-3,0,5,142,50,,
20054,42-351-A-6,0,10,142,100,,
20055,42-351-A-7,0,6,142,60,,
20056,42-351-B-2,0,9,142,90,,
20057,42-351-C-2,0,3,142,30,,
20058,42-351-F-5,0,4,142,40,,
20059,42-352-A-1,0,4,142,40,,
20060,42-352-A-2,0,6,142,60,,
20061,42-352-A-4,0,7,142,70,,
20062,42-352-A-5,0,4,142,40,,
20063,42-352-A-7,0,2,142,20,,
20064,42-353-A-6,0,5,142,50,,
20065,42-353-A-7,0,7,142,70,,
20066,42-353-B-2,0,1,142,10,,
20067,42-353-B-5,0,7,142,70,,
20068,42-354-A-1,0,3,142,30,,
20069,42-354-A-4,0,2,142,20,,
20070,42-354-A-5,0,16,142,160,,
20071,42-354-A-6,0,16,142,160,,
20072,42-354-B-4,0,7,142,70,,
20073,42-354-B-6,0,6,142,60,,
20074,42-354-C-6,0,7,142,70,,
20075,42-354-D-2,0,2,142,20,,
20076,42-355-A-2,0,6,142,60,,
20077,42-355-A-4,0,6,142,60,,
20078,42-355-A-5,0,9,142,90,,
20079,42-355-A-6,0,7,142,70,,
20080,42-355-A-7,0,6,142,60,,
20081,42-356-A-4,0,6,142,60,,
20082,42-356-A-5,0,18,142,180,,
20083,42-356-A-6,0,8,142,80,,
20084,42-356-A-7,0,6,142,60,,
20085,42-356-B-2,0,3,142,30,,
20086,42-356-D-2,0,1,142,10,,
20087,42-357-A-7,0,4,142,40,,
20088,42-357-D-6,0,3,142,30,,
20089,42-358-A-2,0,5,142,50,,
20090,42-358-A-4,0,18,142,180,,
20091,42-358-A-7,0,3,142,30,,
20092,42-358-B-1,0,8,142,80,,
20093,42-358-B-6,0,8,142,80,,
20094,42-358-C-1,0,4,142,40,,
20095,42-359-A-2,0,2,142,20,,
20096,42-359-A-4,0,4,142,40,,
20097,42-359-A-7,0,6,142,60,,
20098,42-360-A-1,0,7,142,70,,
20099,42-360-A-2,0,11,142,110,,
20100,42-360-a-5,0,8,142,80,,
20101,42-360-A-7,0,4,142,40,,
20102,42-360-C-2,0,5,142,50,,
20103,42-360-D-2,0,23,142,230,,
20104,42-360-E-2,0,3,142,30,,
20105,42-360-F-2,0,6,142,60,,
20106,42-361-A-1,0,5,142,50,,
20107,42-361-A-2,0,6,142,60,,
20108,42-361-A-4,0,7,142,70,,
20109,42-361-A-5,0,4,142,40,,
20110,42-361-A-6,0,10,142,100,,
20111,42-361-A-7,0,3,142,30,,
20112,42-361-B-6,0,10,142,100,,
20113,42-361-C-6,0,17,142,170,,
20114,42-361-D-2,0,3,142,30,,
20115,42-361-D-6,0,5,142,50,,
20116,42-361-E-2,0,2,142,20,,
20117,42-361-E-6,0,4,142,40,,
20118,42-361-F-6,0,6,142,60,,
20119,42-362-A-6,0,6,142,60,,
20120,42-362-A-7,0,5,142,50,,
20121,42-362-B-5,0,15,142,150,,
20122,42-362-B-7,0,5,142,50,,
20123,42-362-C-2,0,1,142,10,,
20124,42-362-C-6,0,1,142,10,,
20125,42-362-E-2,0,3,142,30,,
20126,42-362-J-2,0,1,142,10,,
20127,42-362-K-2,0,6,142,60,,
20128,42-363-A-1,0,6,142,60,,
20129,42-363-A-2,0,4,142,40,,
20130,42-363-A-5,0,4,142,40,,
20131,42-363-A-6,0,6,142,60,,
20132,42-363-A-7,0,4,142,40,,
20133,42-364-A-2,0,2,142,20,,
20134,42-364-A-5,0,6,142,60,,
20135,42-364-A-7,0,4,142,40,,
20136,42-364-B-2,0,4,142,40,,
20137,42-364-B-5,0,10,142,100,,
20138,42-364-D-5,0,7,142,70,,
20139,42-364-D-6,0,1,142,10,,
20140,42-365-A-1,0,5,142,50,,
20141,42-365-A-4,0,4,142,40,,
20142,42-365-A-5,0,6,142,60,,
20143,42-365-A-6,0,3,142,30,,
20144,42-365-A-7,0,4,142,40,,
20145,42-365-B-6,0,4,142,40,,
20146,42-365-C-1,0,5,142,50,,
20147,42-365-E-2,0,1,142,10,,
20148,42-365-F-2,0,3,142,30,,
20149,42-365-G-2,0,4,142,40,,
20150,42-365-H-2,0,2,142,20,,
20151,42-366-A-2,0,11,142,110,,
20152,42-366-A-4,0,4,142,40,,
20153,42-366-A-5,0,1,142,10,,
20154,42-366-A-7,0,2,142,20,,
20155,42-367-A-2,0,17,142,170,,
20156,42-367-A-4,0,11,142,110,,
20157,42-367-A-5,0,11,142,110,,
20158,42-367-A-6,0,13,142,130,,
20159,42-367-A-7,0,14,142,140,,
20160,42-368-A-2,0,10,142,100,,
20161,42-368-A-4,0,2,142,20,,
20162,42-368-A-5,0,2,142,20,,
20163,42-368-A-6,0,4,142,40,,
20164,42-368-A-7,0,8,142,80,,
20165,42-368-B-7,0,3,142,30,,
20166,42-368-C-2,0,6,142,60,,
20167,42-368-C-6,0,1,142,10,,
20168,42-368-F-2,0,4,142,40,,
20169,42-368-G-2,0,2,142,20,,
20170,42-368-I-2,0,1,142,10,,
20171,42-368-J-2,0,1,142,10,,
20172,42-369-A-2,0,6,142,60,,
20173,42-369-A-5,0,7,142,70,,
20174,42-369-A-6,0,7,142,70,,
20175,42-369-A-7,0,5,142,50,,
20176,42-369-C-6,0,6,142,60,,
20177,42-369-E-4,0,5,142,50,,
20178,42-370-A-1,0,3,142,30,,
20179,42-370-A-2,0,10,142,100,,
20180,42-370-A-4,0,2,142,20,,
20181,42-370-A-6,0,8,142,80,,
20182,42-370-A-7,0,4,142,40,,
20183,42-370-B-2,0,7,142,70,,
20184,42-370-C-2,0,8,142,80,,
20185,42-370-D-2,0,3,142,30,,
20186,42-371-A-1,0,6,142,60,,
20187,42-371-A-5,0,11,142,110,,
20188,42-371-A-6,0,7,142,70,,
20189,42-371-A-7,0,4,142,40,,
20190,42-371-B-2,0,5,142,50,,
20191,42-371-B-5,0,2,142,20,,
20192,42-371-F-6,0,5,142,50,,
20193,42-372-A-1,0,5,142,50,,
20194,42-372-A-4,0,14,142,140,,
20195,42-372-A-5,0,3,142,30,,
20196,42-372-A-7,0,5,142,50,,
20197,42-372-B-5,0,4,142,40,,
20198,42-372-B-6,0,1,142,10,,
20199,42-372-C-5,0,5,142,50,,
20200,42-372-C-6,0,3,142,30,,
20201,42-372-F-2,0,7,142,70,,
20202,42-373-A-1,0,9,142,90,,
20203,42-373-A-4,0,6,142,60,,
20204,42-373-A-6,0,7,142,70,,
20205,42-373-A-7,0,2,142,20,,
20206,42-373-B-5,0,6,142,60,,
20207,42-373-C-2,0,3,142,30,,
20208,42-374-A-1,0,5,142,50,,
20209,42-374-A-2,0,2,142,20,,
20210,42-374-A-5,0,10,142,100,,
20211,42-374-A-6,0,8,142,80,,
20212,42-374-A-7,0,4,142,40,,
20213,42-374-B-5,0,6,142,60,,
20214,42-374-C-1,0,6,142,60,,
20215,42-374-C-5,0,6,142,60,,
20216,42-375-A-4,0,8,142,80,,
20217,42-375-A-5,0,4,142,40,,
20218,42-375-A-6,0,6,142,60,,
20219,42-375-A-7,0,7,142,70,,
20220,42-375-B-5,0,6,142,60,,
20221,42-376-A-1,0,13,142,130,,
20222,42-376-A-6,0,1,142,10,,
20223,42-376-A-7,0,2,142,20,,
20224,42-376-B-6,0,8,142,80,,
20225,42-377-A-1,0,8,142,80,,
20226,42-377-A-4,0,3,142,30,,
20227,42-377-A-6,0,7,142,70,,
20228,42-377-A-7,0,3,142,30,,
20229,42-377-B-5,0,1,142,10,,
20230,42-377-C-2,0,1,142,10,,
20231,42-377-E-2,0,2,142,20,,
20232,42-378-A-1,0,1,142,10,,
20233,42-378-A-4,0,15,142,150,,
20234,42-378-A-6,0,3,142,30,,
20235,42-378-A-7,0,6,142,60,,
20236,42-378-C-6,0,5,142,50,,
20237,42-378-D-6,0,4,142,40,,
20238,42-378-E-6,0,11,142,110,,
20239,42-379-A-2,0,5,142,50,,
20240,42-379-A-4,0,10,142,100,,
20241,42-379-A-7,0,4,142,40,,
