hh_id               itime                                     day      Interviewer ID
16748          10, 10, 10                 41(9), 121(25), 201(41)          13, 13, 14
16749          10, 10, 10                 36(8), 116(24), 196(40)          13, 14, 14
16750          10, 10, 10                 31(7), 111(23), 191(39)          13, 14, 14
16751          10, 10, 10                 26(6), 106(22), 186(38)          13, 14, 14
16752          10, 10, 10                 21(5), 101(21), 181(37)          12, 13, 13
16753          10, 10, 10                  16(4), 97(20), 176(36)          12, 13, 13
16754          10, 10, 10                  91(19), 11(3), 171(35)          12, 13, 13
16755          10, 10, 10                   6(2), 87(18), 166(34)          13, 13, 14
16756          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16757          10, 10, 10                76(16), 236(48), 156(32)          13, 13, 14
16758          10, 10, 10                71(15), 231(47), 151(31)          13, 13, 14
16759          10, 10, 10                66(14), 226(46), 146(30)          12, 12, 14
16760          10, 10, 10                61(13), 221(45), 141(29)          12, 13, 14
16761          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16762          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16763          10, 10, 10                46(10), 206(42), 126(26)          13, 13, 14
16764          10, 10, 10                 41(9), 121(25), 201(41)          13, 14, 14
16765          10, 10, 10                 36(8), 116(24), 196(40)          13, 14, 14
16766          10, 10, 10                 31(7), 111(23), 191(39)          13, 14, 14
16767          10, 10, 10                 26(6), 106(22), 186(38)          13, 14, 14
16768          10, 10, 10                 22(5), 101(21), 181(37)          13, 14, 14
16769          10, 10, 10                  16(4), 97(20), 176(36)          12, 13, 13
16770          10, 10, 10                  91(19), 11(3), 171(35)          12, 13, 13
16771          10, 10, 10                   6(2), 86(18), 166(34)          13, 13, 14
16772          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16773          10, 10, 10                76(16), 236(48), 156(32)          13, 13, 14
16774          10, 10, 10                71(15), 231(47), 151(31)          13, 13, 14
16775          10, 10, 10                226(46), 67(14), 146(30)          12, 13, 14
16776          10, 10, 10                61(13), 221(45), 141(29)          12, 13, 14
16777          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16778          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16779          10, 10, 10                46(10), 206(42), 126(26)          13, 13, 14
16780          10, 10, 10                 41(9), 121(25), 201(41)          13, 14, 14
16781          10, 10, 10                 36(8), 116(24), 196(40)          13, 14, 14
16782          10, 10, 10                 31(7), 111(23), 191(39)          13, 14, 14
16783          10, 10, 10                 26(6), 106(22), 186(38)          13, 14, 14
16784          10, 10, 10                 22(5), 101(21), 181(37)          13, 14, 14
16785          10, 10, 10                  16(4), 97(20), 176(36)          12, 13, 13
16786          10, 10, 10                  91(19), 11(3), 171(35)          12, 13, 14
16787          10, 10, 10                   6(2), 86(18), 166(34)          13, 13, 14
16788          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16789          10, 10, 10                76(16), 236(48), 156(32)          13, 13, 14
16790          10, 10, 10                71(15), 231(47), 151(31)          13, 13, 14
16791          10, 10, 10                226(46), 67(14), 146(30)          12, 13, 14
16792          10, 10, 10                61(13), 221(45), 141(29)          12, 13, 14
16793          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16794          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16795          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16796          10, 10, 10                76(16), 236(48), 157(32)          13, 13, 14
16797          10, 10, 10                71(15), 231(47), 151(31)          13, 13, 14
16798          10, 10, 10                67(14), 227(46), 146(30)          13, 13, 14
16799          10, 10, 10                61(13), 222(45), 142(29)          12, 13, 14
16800          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16801          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16802          10, 10, 10                46(10), 206(42), 126(26)          13, 13, 14
16803          10, 10, 10                 41(9), 122(25), 202(41)          13, 14, 14
16804          10, 10, 10                 36(8), 116(24), 196(40)          13, 14, 14
16805          10, 10, 10                 31(7), 112(23), 191(39)          13, 14, 14
16806          10, 10, 10                 26(6), 106(22), 186(38)          13, 14, 14
16807          10, 10, 10                 22(5), 102(21), 182(37)          13, 14, 14
16808          10, 10, 10                  17(4), 97(20), 176(36)          13, 13, 13
16809          10, 10, 10                  11(3), 92(19), 172(35)          13, 13, 14
16810          10, 10, 10                   7(2), 87(18), 166(34)          13, 13, 14
16811          10, 10, 10                   1(1), 81(17), 162(33)          12, 12, 14
16812          10, 10, 10                76(16), 236(48), 157(32)          13, 13, 14
16813          10, 10, 10                71(15), 231(47), 151(31)          13, 13, 14
16814          10, 10, 10                67(14), 227(46), 146(30)          13, 13, 14
16815          10, 10, 10                61(13), 222(45), 142(29)          12, 13, 14
16816          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16817          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16818          10, 10, 10                46(10), 206(42), 126(26)          13, 13, 14
16819          10, 10, 10                 41(9), 122(25), 201(41)          13, 14, 14
16820          10, 10, 10                 36(8), 116(24), 196(40)          13, 14, 14
16821          10, 10, 10                 31(7), 111(23), 191(39)          13, 14, 14
16822          10, 10, 10                 26(6), 106(22), 186(38)          13, 14, 14
16823          10, 10, 10                 22(5), 102(21), 182(37)          13, 14, 14
16824          10, 10, 10                  17(4), 97(20), 176(36)          13, 13, 13
16825          10, 10, 10                  11(3), 92(19), 172(35)          13, 13, 14
16826          10, 10, 10                   7(2), 87(18), 166(34)          13, 13, 14
16827          10, 10, 10                   1(1), 81(17), 162(33)          12, 12, 14
16828          10, 10, 10                76(16), 236(48), 156(32)          13, 13, 14
16829          10, 10, 10                71(15), 231(47), 151(31)          13, 13, 14
16830          10, 10, 10                67(14), 227(46), 146(30)          13, 13, 14
16831          10, 10, 10                61(13), 222(45), 141(29)          12, 13, 14
16832          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16833          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16834          10, 10, 10                46(10), 206(42), 126(26)          13, 13, 14
16835          10, 10, 10                 41(9), 122(25), 201(41)          13, 14, 14
16836          10, 10, 10                 36(8), 116(24), 196(40)          13, 14, 14
16837          10, 10, 10                 31(7), 111(23), 191(39)          13, 14, 14
16838          10, 10, 10                 26(6), 106(22), 186(38)          13, 14, 14
16839          10, 10, 10                 22(5), 102(21), 182(37)          13, 14, 14
16840          10, 10, 10                  17(4), 97(20), 176(36)          13, 13, 13
16841          10, 10, 10                  11(3), 92(19), 172(35)          13, 13, 14
16842          10, 10, 10                   7(2), 87(18), 166(34)          13, 13, 14
16843          10, 10, 10                   1(1), 81(17), 162(33)          12, 12, 14
16844          10, 10, 10                76(16), 236(48), 156(32)          13, 13, 14
16845          10, 10, 10                71(15), 231(47), 151(31)          13, 13, 14
16846          10, 10, 10                67(14), 227(46), 146(30)          13, 13, 14
16847          10, 10, 10                62(13), 222(45), 141(29)          13, 13, 14
16848          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16849          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16850          10, 10, 10                46(10), 206(42), 126(26)          13, 13, 14
16851          10, 10, 10                 41(9), 121(25), 201(41)          13, 14, 14
16852          10, 10, 10                 36(8), 116(24), 196(40)          13, 14, 14
16853          10, 10, 10                 31(7), 111(23), 191(39)          13, 14, 14
16854          10, 10, 10                 26(6), 106(22), 186(38)          13, 14, 14
16855          10, 10, 10                 22(5), 102(21), 182(37)          13, 14, 14
16856          10, 10, 10                  17(4), 97(20), 177(36)          13, 13, 14
16857          10, 10, 10                  11(3), 92(19), 171(35)          13, 13, 14
16858          10, 10, 10                   7(2), 87(18), 166(34)          13, 13, 14
16859          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 14
16860          10, 10, 10                76(16), 236(48), 156(32)          13, 13, 14
16861          10, 10, 10                  12(3), 92(19), 172(35)          13, 13, 14
16862          10, 10, 10                   7(2), 87(18), 167(34)          13, 13, 14
16863          10, 10, 10                   1(1), 81(17), 162(33)          12, 12, 14
16864          10, 10, 10                76(16), 236(48), 157(32)          13, 13, 14
16865          10, 10, 10                72(15), 232(47), 152(31)          13, 13, 14
16866          10, 10, 10                67(14), 227(46), 147(30)          13, 13, 14
16867          10, 10, 10                62(13), 222(45), 142(29)          13, 13, 14
