hh_id               itime                                     day      Interviewer ID
16344          10, 10, 10                61(13), 221(45), 141(29)          11, 12, 13
16345          10, 10, 10                56(12), 216(44), 136(28)          12, 12, 13
16346          10, 10, 10                51(11), 211(43), 131(27)          12, 12, 13
16347          10, 10, 10                46(10), 206(42), 126(26)          12, 12, 13
16348          10, 10, 10                 41(9), 121(25), 201(41)          12, 12, 13
16349          10, 10, 10                 36(8), 116(24), 196(40)          12, 13, 13
16350          10, 10, 10                 31(7), 111(23), 191(39)          12, 13, 13
16351          10, 10, 10                 26(6), 106(22), 186(38)          12, 13, 13
16352          10, 10, 10                 21(5), 101(21), 181(37)          12, 12, 12
16353          10, 10, 10                  16(4), 96(20), 176(36)          12, 12, 12
16354          10, 10, 10                  11(3), 91(19), 171(35)          12, 12, 13
16355          10, 10, 10                   6(2), 86(18), 166(34)          12, 12, 13
16356          10, 10, 10                   7(2), 87(18), 167(34)          12, 12, 13
16357          10, 10, 10                   2(1), 82(17), 162(33)          11, 11, 12
16358          10, 10, 10                77(16), 237(48), 157(32)          12, 12, 13
16359          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16360          10, 10, 10                67(14), 227(46), 147(30)          12, 12, 13
16361          10, 10, 10                62(13), 222(45), 142(29)          12, 12, 13
16362          10, 10, 10                57(12), 217(44), 137(28)          12, 12, 13
16363          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16364          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16365          10, 10, 10                 42(9), 122(25), 202(41)          12, 13, 13
16366          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16367          10, 10, 10                 32(7), 112(23), 192(39)          12, 13, 13
16368          10, 10, 10                 27(6), 107(22), 187(38)          12, 13, 13
16369          10, 10, 10                 22(5), 102(21), 182(37)          12, 13, 13
16370          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 12
16371          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16372          10, 10, 10                   7(2), 87(18), 167(34)          12, 12, 13
16373          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 13
16374          10, 10, 10                77(16), 237(48), 157(32)          12, 12, 13
16375          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16376          10, 10, 10                67(14), 227(46), 147(30)          12, 12, 13
16377          10, 10, 10                62(13), 222(45), 142(29)          12, 12, 13
16378          10, 10, 10                57(12), 217(44), 137(28)          12, 12, 13
16379          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16380          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16381          10, 10, 10                 42(9), 122(25), 202(41)          12, 13, 13
16382          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16383          10, 10, 10                 32(7), 112(23), 192(39)          12, 13, 13
16384          10, 10, 10                 27(6), 107(22), 187(38)          12, 13, 13
16385          10, 10, 10                 22(5), 102(21), 182(37)          12, 13, 13
16386          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16387          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16388          10, 10, 10                   7(2), 87(18), 167(34)          12, 12, 13
16389          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 13
16390          10, 10, 10                77(16), 237(48), 157(32)          12, 12, 13
16391          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16392          10, 10, 10                67(14), 227(46), 147(30)          12, 12, 13
16393          10, 10, 10                62(13), 222(45), 142(29)          12, 12, 13
16394          10, 10, 10                57(12), 217(44), 137(28)          12, 12, 13
16395          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16396          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16397          10, 10, 10                 42(9), 122(25), 202(41)          12, 13, 13
16398          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16399          10, 10, 10                 32(7), 112(23), 192(39)          12, 13, 13
16400          10, 10, 10                 27(6), 107(22), 187(38)          12, 13, 13
16401          10, 10, 10                 22(5), 102(21), 182(37)          12, 13, 13
16402          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16403          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16404          10, 10, 10                   7(2), 87(18), 167(34)          12, 12, 13
16405          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 13
16406          10, 10, 10                77(16), 237(48), 157(32)          12, 12, 13
16407          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16408          10, 10, 10                67(14), 227(46), 147(30)          12, 12, 13
16409          10, 10, 10                62(13), 222(45), 142(29)          12, 12, 13
16410          10, 10, 10                57(12), 217(44), 137(28)          12, 12, 13
16411          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16412          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16413          10, 10, 10                 42(9), 122(25), 202(41)          12, 13, 13
16414          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16415          10, 10, 10                 32(7), 112(23), 192(39)          12, 13, 13
16416          10, 10, 10                 27(6), 107(22), 187(38)          12, 13, 13
16417          10, 10, 10                 22(5), 102(21), 182(37)          12, 13, 13
16418          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16419          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16420          10, 10, 10                   7(2), 87(18), 167(34)          12, 12, 13
16421          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 13
16422          10, 10, 10                77(16), 237(48), 157(32)          12, 12, 13
16423          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16424          10, 10, 10                67(14), 227(46), 147(30)          12, 12, 13
16425          10, 10, 10                62(13), 222(45), 142(29)          12, 12, 13
16426          10, 10, 10                57(12), 217(44), 137(28)          12, 12, 13
16427          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16428          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16429          10, 10, 10                 42(9), 122(25), 202(41)          12, 13, 13
16430          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16431          10, 10, 10                 32(7), 112(23), 191(39)          12, 13, 13
16432          10, 10, 10                 27(6), 106(22), 186(38)          12, 13, 13
16433          10, 10, 10                 22(5), 102(21), 182(37)          12, 13, 13
16434          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16435          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16436          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16437          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 13
16438          10, 10, 10                77(16), 237(48), 157(32)          12, 12, 13
16439          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16440          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16441          10, 10, 10                62(13), 222(45), 142(29)          12, 12, 13
16442          10, 10, 10                57(12), 217(44), 137(28)          12, 12, 13
16443          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16444          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16445          10, 10, 10                 42(9), 122(25), 202(41)          12, 13, 13
16446          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16447          10, 10, 10                 32(7), 112(23), 191(39)          12, 13, 13
16448          10, 10, 10                 27(6), 106(22), 186(38)          12, 13, 13
16449          10, 10, 10                 22(5), 102(21), 182(37)          12, 13, 13
16450          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16451          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16452          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16453          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 13
16454          10, 10, 10                77(16), 237(48), 157(32)          12, 12, 13
16455          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16456          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16457          10, 10, 10                62(13), 222(45), 142(29)          12, 12, 13
16458          10, 10, 10                57(12), 217(44), 137(28)          12, 12, 13
16459          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16460          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16461          10, 10, 10                 42(9), 122(25), 202(41)          12, 13, 13
16462          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16463          10, 10, 10                 32(7), 112(23), 191(39)          12, 13, 13
16464          10, 10, 10                 27(6), 106(22), 186(38)          12, 13, 13
16465          10, 10, 10                 22(5), 102(21), 182(37)          12, 13, 13
16466          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16467          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16468          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16469          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 13
16470          10, 10, 10                77(16), 237(48), 157(32)          12, 12, 13
16471          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16472          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16473          10, 10, 10                62(13), 222(45), 142(29)          12, 12, 13
16474          10, 10, 10                57(12), 217(44), 137(28)          12, 12, 13
16475          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16476          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16477          10, 10, 10                 42(9), 122(25), 202(41)          12, 13, 13
16478          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16479          10, 10, 10                 32(7), 112(23), 191(39)          12, 13, 13
16480          10, 10, 10                 27(6), 106(22), 186(38)          12, 13, 13
16481          10, 10, 10                 22(5), 102(21), 182(37)          12, 13, 13
16482          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16483          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16484          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16485          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 13
16486          10, 10, 10                237(48), 77(16), 157(32)          12, 13, 13
16487          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16488          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16489          10, 10, 10                62(13), 222(45), 142(29)          12, 12, 13
16490          10, 10, 10                57(12), 137(28), 217(44)          12, 13, 13
16491          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16492          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16493          10, 10, 10                 42(9), 121(25), 202(41)          12, 13, 13
16494          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16495          10, 10, 10                 32(7), 112(23), 191(39)          12, 13, 13
16496          10, 10, 10                 27(6), 106(22), 186(38)          12, 13, 13
16497          10, 10, 10                 22(5), 101(21), 181(37)          12, 13, 13
16498          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16499          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16500          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16501          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 13
16502          10, 10, 10                237(48), 77(16), 157(32)          12, 13, 13
16503          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16504          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16505          10, 10, 10                62(13), 222(45), 142(29)          12, 12, 13
16506          10, 10, 10                57(12), 137(28), 217(44)          12, 13, 13
16507          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16508          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16509          10, 10, 10                 42(9), 121(25), 202(41)          12, 13, 13
16510          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16511          10, 10, 10                 32(7), 112(23), 191(39)          12, 13, 13
16512          10, 10, 10                 27(6), 106(22), 186(38)          12, 13, 13
16513          10, 10, 10                 22(5), 101(21), 181(37)          12, 13, 13
16514          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16515          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16516          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16517          10, 10, 10                   2(1), 82(17), 162(33)          12, 12, 13
16518          10, 10, 10                237(48), 77(16), 157(32)          12, 13, 13
16519          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16520          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16521          10, 10, 10                61(13), 222(45), 141(29)          12, 12, 13
16522          10, 10, 10                57(12), 137(28), 217(44)          12, 13, 13
16523          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16524          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 13
16525          10, 10, 10                 42(9), 121(25), 202(41)          12, 13, 13
16526          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16527          10, 10, 10                 32(7), 112(23), 191(39)          12, 13, 13
16528          10, 10, 10                 27(6), 106(22), 186(38)          12, 13, 13
16529          10, 10, 10                 22(5), 101(21), 181(37)          12, 13, 13
16530          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16531          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16532          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16533          10, 10, 10                   2(1), 82(17), 161(33)          12, 12, 13
16534          10, 10, 10                237(48), 77(16), 156(32)          12, 13, 13
16535          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16536          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16537          10, 10, 10                61(13), 222(45), 141(29)          12, 12, 13
16538          10, 10, 10                57(12), 137(28), 217(44)          13, 13, 13
16539          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16540          10, 10, 10                47(10), 207(42), 127(26)          12, 12, 14
16541          10, 10, 10                 42(9), 121(25), 201(41)          12, 13, 13
16542          10, 10, 10                 37(8), 117(24), 197(40)          12, 13, 13
16543          10, 10, 10                 32(7), 111(23), 191(39)          12, 13, 13
16544          10, 10, 10                 27(6), 106(22), 186(38)          12, 13, 13
16545          10, 10, 10                 22(5), 101(21), 181(37)          12, 13, 13
16546          10, 10, 10                  17(4), 97(20), 177(36)          12, 12, 13
16547          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16548          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16549          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16550          10, 10, 10                77(16), 156(32), 237(48)          13, 13, 13
16551          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16552          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16553          10, 10, 10                61(13), 222(45), 141(29)          12, 12, 13
16554          10, 10, 10                57(12), 137(28), 217(44)          13, 13, 13
16555          10, 10, 10                52(11), 212(43), 132(27)          12, 12, 13
16556          10, 10, 10                207(42), 47(10), 127(26)          12, 13, 14
16557          10, 10, 10                 42(9), 121(25), 201(41)          12, 13, 13
16558          10, 10, 10                 37(8), 116(24), 196(40)          12, 13, 13
16559          10, 10, 10                 32(7), 111(23), 191(39)          12, 13, 13
16560          10, 10, 10                 27(6), 106(22), 186(38)          13, 13, 13
16561          10, 10, 10                 22(5), 101(21), 181(37)          12, 13, 13
16562          10, 10, 10                  17(4), 97(20), 176(36)          12, 12, 13
16563          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16564          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16565          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16566          10, 10, 10                77(16), 156(32), 237(48)          13, 13, 13
16567          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16568          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16569          10, 10, 10                61(13), 221(45), 141(29)          12, 12, 13
16570          10, 10, 10                57(12), 217(44), 137(28)          13, 13, 14
16571          10, 10, 10                52(11), 132(27), 212(43)          12, 13, 13
16572          10, 10, 10                207(42), 47(10), 127(26)          12, 13, 14
16573          10, 10, 10                 42(9), 121(25), 201(41)          12, 13, 13
16574          10, 10, 10                 37(8), 116(24), 196(40)          12, 13, 13
16575          10, 10, 10                 32(7), 111(23), 191(39)          12, 13, 13
16576          10, 10, 10                 27(6), 106(22), 186(38)          13, 13, 13
16577          10, 10, 10                 22(5), 101(21), 181(37)          12, 13, 13
16578          10, 10, 10                  17(4), 97(20), 176(36)          12, 12, 13
16579          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16580          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16581          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16582          10, 10, 10                76(16), 156(32), 237(48)          13, 13, 13
16583          10, 10, 10                72(15), 232(47), 152(31)          12, 12, 13
16584          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16585          10, 10, 10                61(13), 221(45), 141(29)          12, 12, 13
16586          10, 10, 10                57(12), 216(44), 137(28)          13, 13, 14
16587          10, 10, 10                52(11), 132(27), 212(43)          12, 13, 13
16588          10, 10, 10                207(42), 47(10), 127(26)          12, 13, 14
16589          10, 10, 10                 42(9), 121(25), 201(41)          12, 13, 13
16590          10, 10, 10                 37(8), 116(24), 196(40)          12, 13, 13
16591          10, 10, 10                 32(7), 111(23), 191(39)          12, 13, 13
16592          10, 10, 10                 27(6), 106(22), 186(38)          13, 13, 13
16593          10, 10, 10                 22(5), 101(21), 181(37)          12, 13, 13
16594          10, 10, 10                  17(4), 97(20), 176(36)          12, 12, 13
16595          10, 10, 10                  12(3), 92(19), 172(35)          12, 12, 13
16596          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16597          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16598          10, 10, 10                76(16), 156(32), 237(48)          13, 13, 13
16599          10, 10, 10                72(15), 232(47), 151(31)          12, 12, 13
16600          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16601          10, 10, 10                61(13), 221(45), 141(29)          12, 12, 13
16602          10, 10, 10                57(12), 216(44), 137(28)          13, 13, 14
16603          10, 10, 10                52(11), 132(27), 212(43)          13, 13, 13
16604          10, 10, 10                207(42), 47(10), 127(26)          12, 13, 14
16605          10, 10, 10                 42(9), 121(25), 201(41)          12, 13, 13
16606          10, 10, 10                 37(8), 116(24), 196(40)          12, 13, 13
16607          10, 10, 10                 32(7), 111(23), 191(39)          12, 13, 13
16608          10, 10, 10                 27(6), 106(22), 186(38)          13, 13, 13
16609          10, 10, 10                 22(5), 101(21), 181(37)          12, 13, 13
16610          10, 10, 10                  17(4), 97(20), 176(36)          12, 12, 13
16611          10, 10, 10                  92(19), 12(3), 171(35)          12, 13, 13
16612          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16613          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16614          10, 10, 10                76(16), 156(32), 237(48)          13, 13, 13
16615          10, 10, 10                72(15), 231(47), 151(31)          12, 12, 13
16616          10, 10, 10                67(14), 227(46), 146(30)          12, 12, 13
16617          10, 10, 10                61(13), 221(45), 141(29)          12, 12, 13
16618          10, 10, 10                57(12), 216(44), 137(28)          13, 13, 14
16619          10, 10, 10                52(11), 212(43), 132(27)          13, 13, 14
16620          10, 10, 10                206(42), 47(10), 127(26)          12, 13, 14
16621          10, 10, 10                 42(9), 121(25), 201(41)          12, 13, 13
16622          10, 10, 10                 37(8), 116(24), 196(40)          12, 13, 13
16623          10, 10, 10                 31(7), 111(23), 191(39)          12, 13, 13
16624          10, 10, 10                 27(6), 106(22), 186(38)          13, 13, 13
16625          10, 10, 10                 22(5), 101(21), 181(37)          12, 13, 13
16626          10, 10, 10                  17(4), 97(20), 176(36)          12, 12, 13
16627          10, 10, 10                  92(19), 12(3), 171(35)          12, 13, 13
16628          10, 10, 10                   7(2), 87(18), 166(34)          12, 12, 13
16629          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16630          10, 10, 10                76(16), 156(32), 237(48)          13, 13, 13
16631          10, 10, 10                71(15), 231(47), 151(31)          12, 12, 13
16632          10, 10, 10                66(14), 226(46), 146(30)          12, 12, 13
16633          10, 10, 10                61(13), 221(45), 141(29)          12, 12, 13
16634          10, 10, 10                57(12), 216(44), 137(28)          13, 13, 14
16635          10, 10, 10                52(11), 212(43), 132(27)          13, 13, 14
16636          10, 10, 10                206(42), 47(10), 126(26)          12, 13, 14
16637          10, 10, 10                 41(9), 121(25), 201(41)          12, 13, 13
16638          10, 10, 10                 36(8), 116(24), 196(40)          12, 13, 13
16639          10, 10, 10                 31(7), 111(23), 191(39)          12, 13, 13
16640          10, 10, 10                 27(6), 106(22), 186(38)          13, 13, 13
16641          10, 10, 10                 22(5), 101(21), 181(37)          12, 13, 13
16642          10, 10, 10                  17(4), 97(20), 176(36)          12, 12, 13
16643          10, 10, 10                  92(19), 12(3), 171(35)          12, 13, 13
16644          10, 10, 10                   7(2), 86(18), 166(34)          12, 12, 13
16645          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16646          10, 10, 10                76(16), 156(32), 237(48)          13, 13, 13
16647          10, 10, 10                231(47), 72(15), 151(31)          12, 13, 13
16648          10, 10, 10                66(14), 226(46), 146(30)          12, 12, 13
16649          10, 10, 10                61(13), 221(45), 141(29)          12, 12, 13
16650          10, 10, 10                57(12), 216(44), 137(28)          13, 13, 14
16651          10, 10, 10                52(11), 212(43), 132(27)          13, 13, 14
16652          10, 10, 10                206(42), 47(10), 126(26)          12, 13, 14
16653          10, 10, 10                 42(9), 121(25), 201(41)          13, 13, 13
16654          10, 10, 10                 37(8), 116(24), 196(40)          13, 13, 13
16655          10, 10, 10                 31(7), 111(23), 191(39)          12, 13, 13
16656          10, 10, 10                 27(6), 106(22), 186(38)          13, 13, 13
16657          10, 10, 10                 21(5), 101(21), 181(37)          12, 13, 13
16658          10, 10, 10                  17(4), 96(20), 176(36)          12, 12, 13
16659          10, 10, 10                  92(19), 12(3), 171(35)          12, 13, 13
16660          10, 10, 10                   6(2), 86(18), 166(34)          12, 12, 13
16661          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16662          10, 10, 10                76(16), 156(32), 237(48)          13, 13, 13
16663          10, 10, 10                72(15), 232(47), 152(31)          13, 13, 14
16664          10, 10, 10                66(14), 226(46), 146(30)          12, 12, 13
16665          10, 10, 10                61(13), 221(45), 141(29)          12, 12, 13
16666          10, 10, 10                57(12), 216(44), 137(28)          13, 13, 14
16667          10, 10, 10                52(11), 212(43), 132(27)          13, 13, 14
16668          10, 10, 10                47(10), 207(42), 126(26)          13, 13, 14
16669          10, 10, 10                76(16), 156(32), 236(48)          13, 13, 13
16670          10, 10, 10                72(15), 232(47), 152(31)          13, 13, 14
16671          10, 10, 10                66(14), 226(46), 147(30)          12, 12, 14
16672          10, 10, 10                61(13), 221(45), 141(29)          12, 12, 13
16673          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16674          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16675          10, 10, 10                46(10), 207(42), 126(26)          13, 13, 14
16676          10, 10, 10                 42(9), 121(25), 201(41)          13, 13, 13
16677          10, 10, 10                 37(8), 116(24), 196(40)          13, 13, 13
16678          10, 10, 10                 32(7), 111(23), 192(39)          13, 13, 14
16679          10, 10, 10                 26(6), 107(22), 187(38)          13, 14, 14
16680          10, 10, 10                 21(5), 101(21), 181(37)          12, 13, 13
16681          10, 10, 10                  16(4), 96(20), 176(36)          12, 12, 13
16682          10, 10, 10                  91(19), 12(3), 171(35)          12, 13, 13
16683          10, 10, 10                   6(2), 86(18), 167(34)          12, 12, 14
16684          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16685          10, 10, 10                76(16), 156(32), 236(48)          13, 13, 13
16686          10, 10, 10                72(15), 232(47), 152(31)          13, 13, 14
16687          10, 10, 10                66(14), 226(46), 147(30)          12, 12, 14
16688          10, 10, 10                61(13), 221(45), 141(29)          12, 12, 13
16689          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16690          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16691          10, 10, 10                46(10), 207(42), 126(26)          13, 13, 14
16692          10, 10, 10                 42(9), 121(25), 201(41)          13, 13, 13
16693          10, 10, 10                 37(8), 116(24), 196(40)          13, 13, 13
16694          10, 10, 10                 32(7), 111(23), 192(39)          13, 13, 14
16695          10, 10, 10                 26(6), 107(22), 187(38)          13, 14, 14
16696          10, 10, 10                 21(5), 101(21), 181(37)          12, 13, 13
16697          10, 10, 10                  16(4), 96(20), 176(36)          12, 12, 13
16698          10, 10, 10                  91(19), 12(3), 171(35)          12, 13, 13
16699          10, 10, 10                   6(2), 86(18), 167(34)          12, 12, 14
16700          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16701          10, 10, 10                76(16), 156(32), 236(48)          13, 13, 13
16702          10, 10, 10                72(15), 232(47), 152(31)          13, 13, 14
16703          10, 10, 10                66(14), 226(46), 147(30)          12, 12, 14
16704          10, 10, 10                61(13), 221(45), 141(29)          12, 12, 13
16705          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16706          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16707          10, 10, 10                46(10), 207(42), 126(26)          13, 13, 14
16708          10, 10, 10                 42(9), 121(25), 201(41)          13, 13, 13
16709          10, 10, 10                 37(8), 117(24), 197(40)          13, 14, 14
16710          10, 10, 10                 32(7), 111(23), 192(39)          13, 13, 14
16711          10, 10, 10                 26(6), 107(22), 187(38)          13, 14, 14
16712          10, 10, 10                 21(5), 101(21), 181(37)          12, 13, 13
16713          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16714          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16715          10, 10, 10                46(10), 206(42), 126(26)          13, 13, 14
16716          10, 10, 10                 41(9), 121(25), 201(41)          13, 13, 14
16717          10, 10, 10                 36(8), 116(24), 196(40)          13, 14, 14
16718          10, 10, 10                 31(7), 111(23), 191(39)          13, 14, 14
16719          10, 10, 10                 26(6), 106(22), 186(38)          13, 14, 14
16720          10, 10, 10                 21(5), 101(21), 181(37)          12, 13, 13
16721          10, 10, 10                  16(4), 96(20), 176(36)          12, 12, 13
16722          10, 10, 10                  91(19), 11(3), 171(35)          12, 13, 13
16723          10, 10, 10                   86(18), 6(2), 166(34)          12, 13, 14
16724          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16725          10, 10, 10                76(16), 236(48), 156(32)          13, 13, 14
16726          10, 10, 10                71(15), 231(47), 151(31)          13, 13, 14
16727          10, 10, 10                66(14), 226(46), 146(30)          12, 12, 14
16728          10, 10, 10                61(13), 221(45), 141(29)          12, 13, 14
16729          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16730          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16731          10, 10, 10                46(10), 206(42), 126(26)          13, 13, 14
16732          10, 10, 10                 41(9), 121(25), 201(41)          13, 13, 14
16733          10, 10, 10                 36(8), 116(24), 196(40)          13, 14, 14
16734          10, 10, 10                 31(7), 111(23), 191(39)          13, 14, 14
16735          10, 10, 10                 26(6), 106(22), 186(38)          13, 14, 14
16736          10, 10, 10                 21(5), 101(21), 181(37)          12, 13, 13
16737          10, 10, 10                  16(4), 96(20), 176(36)          12, 12, 13
16738          10, 10, 10                  91(19), 11(3), 171(35)          12, 13, 13
16739          10, 10, 10                   6(2), 87(18), 166(34)          13, 13, 14
16740          10, 10, 10                   1(1), 81(17), 161(33)          12, 12, 13
16741          10, 10, 10                76(16), 236(48), 156(32)          13, 13, 14
16742          10, 10, 10                71(15), 231(47), 151(31)          13, 13, 14
16743          10, 10, 10                66(14), 226(46), 146(30)          12, 12, 14
16744          10, 10, 10                61(13), 221(45), 141(29)          12, 13, 14
16745          10, 10, 10                56(12), 216(44), 136(28)          13, 13, 14
16746          10, 10, 10                51(11), 211(43), 131(27)          13, 13, 14
16747          10, 10, 10                46(10), 206(42), 126(26)          13, 13, 14
