hh_id               itime                                     day
16158                  10                                  67(14)
16159                  10                                  66(14)
16160                  10                                  65(13)
16161                  10                                  64(13)
16162                  10                                  63(13)
16163                  10                                  62(13)
16164                  10                                  61(13)
16165                  10                                  60(12)
16166                  10                                  59(12)
16167                  10                                  58(12)
16168                  10                                  57(12)
16169                  10                                  56(12)
16170                  10                                  55(11)
16171                  10                                  54(11)
16172                  10                                  53(11)
16173                  10                                  52(11)
16174                  10                                  51(11)
16175                  10                                  50(10)
16176                  10                                  49(10)
16177                  10                                  48(10)
16178                  10                                  47(10)
16179                  10                                  46(10)
16180                  10                                   45(9)
16181                  10                                   32(7)
16182                  10                                   31(7)
16183                  10                                   30(6)
16184                  10                                   29(6)
16185                  10                                   28(6)
16186                  10                                   27(6)
16187                  10                                   26(6)
16188                  10                                   25(5)
16189                  10                                   24(5)
16190                  10                                   23(5)
16191                  10                                   22(5)
16192                  10                                   21(5)
16193                  10                                   20(4)
16194                  10                                   19(4)
16195                  10                                   18(4)
16196                  10                                   17(4)
16197                  10                                   16(4)
16198                  10                                   15(3)
16199                  10                                   14(3)
16200                  10                                   13(3)
16201                  10                                   12(3)
16202                  10                                   11(3)
16203                  10                                   10(2)
16204                  10                                    9(2)
16205                  10                                    8(2)
16206                  10                                    7(2)
16207                  10                                    6(2)
16208                  10                                    5(1)
16209                  10                                    4(1)
16210                  10                                    3(1)
16211                  10                                    2(1)
16212                  10                                    1(1)
16213                  10                                  80(16)
16214                  10                                  79(16)
16215                  10                                  78(16)
16216                  10                                  77(16)
16217                  10                                  76(16)
16218                  10                                  75(15)
16219                  10                                  74(15)
16220                  10                                  73(15)
16221                  10                                  72(15)
16222                  10                                  71(15)
16223                  10                                  70(14)
16224                  10                                  69(14)
16225                  10                                  68(14)
16226                  10                                  67(14)
16227                  10                                  66(14)
16228                  10                                  65(13)
16229                  10                                  64(13)
16230                  10                                  63(13)
16231                  10                                  62(13)
16232                  10                                  61(13)
16233                  10                                  60(12)
16234                  10                                  59(12)
16235                  10                                  58(12)
16236                  10                                  57(12)
16237                  10                                  56(12)
16238                  10                                  55(11)
16239                  10                                  54(11)
16240                  10                                  53(11)
16241                  10                                  52(11)
16242                  10                                  51(11)
16243                  10                                  50(10)
16244                  10                                  49(10)
16245                  10                                  48(10)
16246                  10                                  47(10)
16247                  10                                  46(10)
16248                  10                                   45(9)
16249                  10                                   44(9)
16250                  10                                   43(9)
16251                  10                                   42(9)
16252                  10                                   41(9)
16253                  10                                   40(8)
16254                  10                                   39(8)
16255                  10                                   38(8)
16256                  10                                   37(8)
16257                  10                                   36(8)
16258                  10                                   35(7)
16259                  10                                   34(7)
16260                  10                                   33(7)
16261                  10                                   32(7)
16262                  10                                   31(7)
16263                  10                                   30(6)
16264                  10                                   29(6)
16265                  10                                   28(6)
16266                  10                                   27(6)
16267                  10                                   26(6)
16268                  10                                   25(5)
16269                  10                                   24(5)
16270                  10                                   23(5)
16271                  10                                   22(5)
16272                  10                                   21(5)
16273                  10                                   20(4)
16274                  10                                   19(4)
16275                  10                                   18(4)
16276                  10                                   17(4)
16277                  10                                   16(4)
16278                  10                                   15(3)
16279                  10                                   14(3)
16280                  10                                   13(3)
16281                  10                                   12(3)
16282                  10                                   11(3)
16283                  10                                   10(2)
16284                  10                                    9(2)
16285                  10                                    8(2)
16286                  10                                    7(2)
16287                  10                                    6(2)
16288                  10                                    5(1)
16289                  10                                    4(1)
16290                  10                                    3(1)
16291                  10                                    2(1)
16292                  10                                    1(1)
16293                  10                                  80(16)
16294                  10                                  79(16)
16295                  10                                  78(16)
16296                  10                                  77(16)
16297                  10                                  76(16)
16298                  10                                  75(15)
16299                  10                                  74(15)
16300                  10                                  73(15)
16301                  10                                  72(15)
16302                  10                                  71(15)
16303                  10                                  70(14)
16304                  10                                  69(14)
16305                  10                                  68(14)
16306                  10                                  67(14)
16307                  10                                  66(14)
16308                  10                                  65(13)
16309                  10                                  64(13)
16310                  10                                  63(13)
16311                  10                                  62(13)
16312                  10                                  61(13)
16313                  10                                  60(12)
16314                  10                                  59(12)
16315                  10                                  58(12)
16316                  10                                  57(12)
16317                  10                                  56(12)
16318                  10                                  55(11)
16319                  10                                  54(11)
16320                  10                                  53(11)
16321                  10                                  52(11)
16322                  10                                  51(11)
16323                  10                                  50(10)
16324                  10                                  49(10)
16325                  10                                  48(10)
16326                  10                                  47(10)
16327                  10                                  46(10)
16328                  10                                   45(9)
16329                  10                                   44(9)
16330                  10                                   43(9)
16331                  10                                   42(9)
16332                  10                                   41(9)
16333                  10                                   40(8)
16334                  10                                   39(8)
16335                  10                                   38(8)
16336                  10                                   37(8)
16337                  10                                   36(8)
16338                  10                                   35(7)
16339                  10                                   34(7)
16340                  10                                   33(7)
16341                  10                                   32(7)
16342                  10                                   31(7)
16343                  10                                   30(6)
16344                  10                                   29(6)
16345                  10                                   28(6)
16346                  10                                   27(6)
16347                  10                                   26(6)
16348                  10                                   25(5)
16349                  10                                   24(5)
16350                  10                                   23(5)
16351                  10                                   22(5)
16352                  10                                   21(5)
16353                  10                                   20(4)
16354                  10                                   19(4)
16355                  10                                   18(4)
16356                  10                                  66(14)
16357                  10                                  65(13)
16358                  10                                  64(13)
16359                  10                                  63(13)
16360                  10                                  62(13)
16361                  10                                  61(13)
16362                  10                                  60(12)
16363                  10                                  59(12)
16364                  10                                  58(12)
16365                  10                                  57(12)
16366                  10                                  56(12)
16367                  10                                  55(11)
16368                  10                                  54(11)
16369                  10                                  53(11)
16370                  10                                  52(11)
16371                  10                                  51(11)
16372                  10                                  50(10)
16373                  10                                  49(10)
16374                  10                                  48(10)
16375                  10                                  47(10)
16376                  10                                  46(10)
16377                  10                                   45(9)
16378                  10                                   44(9)
16379                  10                                   43(9)
16380                  10                                   42(9)
16381                  10                                   41(9)
16382                  10                                   40(8)
16383                  10                                   39(8)
16384                  10                                   38(8)
16385                  10                                   37(8)
16386                  10                                   36(8)
16387                  10                                   35(7)
16388                  10                                   34(7)
16389                  10                                   33(7)
16390                  10                                   32(7)
16391                  10                                   31(7)
16392                  10                                   30(6)
16393                  10                                   29(6)
16394                  10                                   28(6)
16395                  10                                   27(6)
16396                  10                                   26(6)
16397                  10                                   25(5)
16398                  10                                   24(5)
16399                  10                                   23(5)
16400                  10                                   22(5)
16401                  10                                   21(5)
16402                  10                                   20(4)
16403                  10                                   19(4)
16404                  10                                   18(4)
16405                  10                                   17(4)
16406                  10                                   16(4)
16407                  10                                   15(3)
16408                  10                                   14(3)
16409                  10                                   13(3)
16410                  10                                   12(3)
16411                  10                                   11(3)
16412                  10                                   10(2)
16413                  10                                    9(2)
16414                  10                                    8(2)
16415                  10                                    7(2)
16416                  10                                    6(2)
16417                  10                                    5(1)
16418                  10                                    4(1)
16419                  10                                    3(1)
16420                  10                                    2(1)
16421                  10                                    1(1)
16422                  10                                  80(16)
16423                  10                                  79(16)
16424                  10                                  78(16)
16425                  10                                  77(16)
16426                  10                                  76(16)
16427                  10                                  75(15)
16428                  10                                  74(15)
16429                  10                                  73(15)
16430                  10                                  72(15)
16431                  10                                  71(15)
16432                  10                                  70(14)
16433                  10                                  69(14)
16434                  10                                  68(14)
16435                  10                                  67(14)
16436                  10                                  66(14)
16437                  10                                  65(13)
16438                  10                                  64(13)
16439                  10                                  63(13)
16440                  10                                  62(13)
16441                  10                                  61(13)
16442                  10                                  60(12)
16443                  10                                  59(12)
16444                  10                                  58(12)
16445                  10                                  57(12)
16446                  10                                  56(12)
16447                  10                                  55(11)
16448                  10                                  54(11)
16449                  10                                  53(11)
16450                  10                                  52(11)
16451                  10                                  51(11)
16452                  10                                  50(10)
16453                  10                                  49(10)
16454                  10                                  48(10)
16455                  10                                  47(10)
16456                  10                                  46(10)
16457                  10                                   45(9)
16458                  10                                   44(9)
16459                  10                                   43(9)
16460                  10                                   42(9)
16461                  10                                   41(9)
16462                  10                                   40(8)
16463                  10                                   39(8)
16464                  10                                   38(8)
16465                  10                                   37(8)
16466                  10                                   36(8)
16467                  10                                   35(7)
16468                  10                                   34(7)
16469                  10                                   33(7)
16470                  10                                   32(7)
16471                  10                                   31(7)
16472                  10                                   30(6)
16473                  10                                   29(6)
16474                  10                                   28(6)
16475                  10                                   27(6)
16476                  10                                   26(6)
16477                  10                                   25(5)
16478                  10                                   24(5)
16479                  10                                   23(5)
16480                  10                                   22(5)
16481                  10                                   21(5)
16482                  10                                   20(4)
16483                  10                                   19(4)
16484                  10                                   18(4)
16485                  10                                   17(4)
16486                  10                                   16(4)
16487                  10                                   15(3)
16488                  10                                   14(3)
16489                  10                                   13(3)
16490                  10                                   12(3)
16491                  10                                   11(3)
16492                  10                                   10(2)
16493                  10                                    9(2)
16494                  10                                    8(2)
16495                  10                                    7(2)
16496                  10                                    6(2)
16497                  10                                    5(1)
16498                  10                                    4(1)
16499                  10                                    3(1)
16500                  10                                    2(1)
16501                  10                                    1(1)
16502                  10                                  80(16)
16503                  10                                  79(16)
16504                  10                                  78(16)
16505                  10                                  77(16)
16506                  10                                  76(16)
16507                  10                                  75(15)
16508                  10                                  74(15)
16509                  10                                  73(15)
16510                  10                                  72(15)
16511                  10                                  71(15)
16512                  10                                  70(14)
16513                  10                                  69(14)
16514                  10                                  68(14)
16515                  10                                  67(14)
16516                  10                                  66(14)
16517                  10                                  65(13)
16518                  10                                  64(13)
16519                  10                                  63(13)
16520                  10                                  62(13)
16521                  10                                  61(13)
16522                  10                                  60(12)
16523                  10                                  59(12)
16524                  10                                  58(12)
16525                  10                                  57(12)
16526                  10                                  56(12)
16527                  10                                  55(11)
16528                  10                                  54(11)
16529                  10                                  53(11)
16530                  10                                  52(11)
16531                  10                                  51(11)
16532                  10                                  50(10)
16533                  10                                  49(10)
16534                  10                                  48(10)
16535                  10                                  47(10)
16536                  10                                  46(10)
16537                  10                                   45(9)
16538                  10                                   44(9)
16539                  10                                   43(9)
16540                  10                                   42(9)
16541                  10                                   41(9)
16542                  10                                   40(8)
16543                  10                                   39(8)
16544                  10                                   38(8)
16545                  10                                   37(8)
16546                  10                                   36(8)
16547                  10                                   35(7)
16548                  10                                   34(7)
16549                  10                                   33(7)
16550                  10                                   32(7)
16551                  10                                   31(7)
16552                  10                                   30(6)
16553                  10                                   29(6)
16554                  10                                   28(6)
16555                  10                                   27(6)
16556                  10                                   26(6)
16557                  10                                   25(5)
16558                  10                                   24(5)
16559                  10                                   23(5)
16560                  10                                   22(5)
16561                  10                                   21(5)
16562                  10                                   20(4)
16563                  10                                   19(4)
16564                  10                                   18(4)
16565                  10                                   17(4)
16566                  10                                   16(4)
16567                  10                                   15(3)
16568                  10                                   14(3)
16569                  10                                   13(3)
16570                  10                                   12(3)
16571                  10                                   11(3)
16572                  10                                   10(2)
16573                  10                                    9(2)
16574                  10                                    8(2)
16575                  10                                    7(2)
16576                  10                                    6(2)
16577                  10                                    5(1)
16578                  10                                    4(1)
16579                  10                                    3(1)
16580                  10                                    2(1)
16581                  10                                    1(1)
16582                  10                                  80(16)
16583                  10                                  79(16)
16584                  10                                  78(16)
16585                  10                                  77(16)
16586                  10                                  76(16)
16587                  10                                  75(15)
16588                  10                                  74(15)
16589                  10                                  73(15)
16590                  10                                  72(15)
16591                  10                                  71(15)
16592                  10                                  70(14)
16593                  10                                  69(14)
16594                  10                                  68(14)
16595                  10                                  67(14)
16596                  10                                  66(14)
16597                  10                                  65(13)
16598                  10                                  64(13)
16599                  10                                  63(13)
16600                  10                                  62(13)
16601                  10                                  61(13)
16602                  10                                  60(12)
16603                  10                                  59(12)
16604                  10                                  58(12)
16605                  10                                  57(12)
16606                  10                                  56(12)
16607                  10                                  55(11)
16608                  10                                  54(11)
16609                  10                                  53(11)
16610                  10                                  52(11)
16611                  10                                  51(11)
16612                  10                                  50(10)
16613                  10                                  49(10)
16614                  10                                  48(10)
16615                  10                                  47(10)
16616                  10                                  46(10)
16617                  10                                   45(9)
16618                  10                                   44(9)
16619                  10                                   43(9)
16620                  10                                   42(9)
16621                  10                                   41(9)
16622                  10                                   40(8)
16623                  10                                   39(8)
16624                  10                                   38(8)
16625                  10                                   37(8)
16626                  10                                   36(8)
16627                  10                                   35(7)
16628                  10                                   34(7)
16629                  10                                   33(7)
16630                  10                                   32(7)
16631                  10                                   31(7)
16632                  10                                   30(6)
16633                  10                                   29(6)
16634                  10                                   28(6)
16635                  10                                   27(6)
16636                  10                                   26(6)
16637                  10                                   25(5)
16638                  10                                   24(5)
16639                  10                                   23(5)
16640                  10                                   22(5)
16641                  10                                   21(5)
16642                  10                                   20(4)
16643                  10                                   19(4)
16644                  10                                   18(4)
16645                  10                                   17(4)
16646                  10                                   16(4)
16647                  10                                   15(3)
16648                  10                                   14(3)
16649                  10                                   13(3)
16650                  10                                   12(3)
16651                  10                                   11(3)
16652                  10                                   10(2)
16653                  10                                    9(2)
16654                  10                                    8(2)
16655                  10                                    7(2)
16656                  10                                    6(2)
16657                  10                                    5(1)
16658                  10                                    4(1)
16659                  10                                    3(1)
16660                  10                                    2(1)
16661                  10                                    1(1)
16662                  10                                  80(16)
16663                  10                                  79(16)
16664                  10                                  78(16)
16665                  10                                  77(16)
16666                  10                                  76(16)
16667                  10                                  75(15)
16668                  10                                  74(15)
16669                  10                                  48(10)
16670                  10                                  47(10)
16671                  10                                  46(10)
16672                  10                                   45(9)
16673                  10                                   44(9)
16674                  10                                   43(9)
16675                  10                                   42(9)
16676                  10                                   41(9)
16677                  10                                   40(8)
16678                  10                                   39(8)
16679                  10                                   38(8)
16680                  10                                   37(8)
16681                  10                                   36(8)
16682                  10                                   35(7)
16683                  10                                   34(7)
16684                  10                                   33(7)
16685                  10                                   32(7)
16686                  10                                   31(7)
16687                  10                                   30(6)
16688                  10                                   29(6)
16689                  10                                   28(6)
16690                  10                                   27(6)
16691                  10                                   26(6)
16692                  10                                   25(5)
16693                  10                                   24(5)
16694                  10                                   23(5)
16695                  10                                   22(5)
16696                  10                                   21(5)
16697                  10                                   20(4)
16698                  10                                   19(4)
16699                  10                                   18(4)
16700                  10                                   17(4)
16701                  10                                   16(4)
16702                  10                                   15(3)
16703                  10                                   14(3)
16704                  10                                   13(3)
16705                  10                                   12(3)
16706                  10                                   11(3)
16707                  10                                   10(2)
16708                  10                                    9(2)
16709                  10                                    8(2)
16710                  10                                    7(2)
16711                  10                                    6(2)
16712                  10                                    5(1)
16713                  10                                   44(9)
16714                  10                                   43(9)
16715                  10                                   42(9)
16716                  10                                   41(9)
16717                  10                                   40(8)
16718                  10                                   39(8)
16719                  10                                   38(8)
16720                  10                                   37(8)
16721                  10                                   36(8)
16722                  10                                   35(7)
16723                  10                                   34(7)
16724                  10                                   33(7)
16725                  10                                   32(7)
16726                  10                                   31(7)
16727                  10                                   30(6)
16728                  10                                   29(6)
16729                  10                                   28(6)
16730                  10                                   27(6)
16731                  10                                   26(6)
16732                  10                                   25(5)
16733                  10                                   24(5)
16734                  10                                   23(5)
16735                  10                                   22(5)
16736                  10                                   21(5)
16737                  10                                   20(4)
16738                  10                                   19(4)
16739                  10                                   18(4)
16740                  10                                   17(4)
16741                  10                                   16(4)
16742                  10                                   15(3)
16743                  10                                   14(3)
16744                  10                                   13(3)
16745                  10                                   12(3)
16746                  10                                   11(3)
16747                  10                                   10(2)
16748                  10                                    9(2)
16749                  10                                    8(2)
16750                  10                                    7(2)
16751                  10                                    6(2)
16752                  10                                    5(1)
16753                  10                                    4(1)
16754                  10                                    3(1)
16755                  10                                    2(1)
16756                  10                                    1(1)
16757                  10                                  80(16)
16758                  10                                  79(16)
16759                  10                                  78(16)
16760                  10                                  77(16)
16761                  10                                  76(16)
16762                  10                                  75(15)
16763                  10                                  74(15)
16764                  10                                  73(15)
16765                  10                                  72(15)
16766                  10                                  71(15)
16767                  10                                  70(14)
16768                  10                                  69(14)
16769                  10                                  68(14)
16770                  10                                  67(14)
16771                  10                                  66(14)
16772                  10                                  65(13)
16773                  10                                  64(13)
16774                  10                                  63(13)
16775                  10                                  62(13)
16776                  10                                  61(13)
16777                  10                                  60(12)
16778                  10                                  59(12)
16779                  10                                  58(12)
16780                  10                                  57(12)
16781                  10                                  56(12)
16782                  10                                  55(11)
16783                  10                                  54(11)
16784                  10                                  53(11)
16785                  10                                  52(11)
16786                  10                                  51(11)
16787                  10                                  50(10)
16788                  10                                  49(10)
16789                  10                                  48(10)
16790                  10                                  47(10)
16791                  10                                  46(10)
16792                  10                                   45(9)
16793                  10                                   44(9)
16794                  10                                   43(9)
16795                  10                                    1(1)
16796                  10                                  80(16)
16797                  10                                  79(16)
16798                  10                                  78(16)
16799                  10                                  77(16)
16800                  10                                  76(16)
16801                  10                                  75(15)
16802                  10                                  74(15)
16803                  10                                  73(15)
16804                  10                                  72(15)
16805                  10                                  71(15)
16806                  10                                  70(14)
16807                  10                                  69(14)
16808                  10                                  68(14)
16809                  10                                  67(14)
16810                  10                                  66(14)
16811                  10                                  65(13)
16812                  10                                  64(13)
16813                  10                                  63(13)
16814                  10                                  62(13)
16815                  10                                  61(13)
16816                  10                                  60(12)
16817                  10                                  59(12)
16818                  10                                  58(12)
16819                  10                                  57(12)
16820                  10                                  56(12)
16821                  10                                  55(11)
16822                  10                                  54(11)
16823                  10                                  53(11)
16824                  10                                  52(11)
16825                  10                                  51(11)
16826                  10                                  50(10)
16827                  10                                  49(10)
16828                  10                                  48(10)
16829                  10                                  47(10)
16830                  10                                  46(10)
16831                  10                                   45(9)
16832                  10                                   44(9)
16833                  10                                   43(9)
16834                  10                                   42(9)
16835                  10                                   41(9)
16836                  10                                   40(8)
16837                  10                                   39(8)
16838                  10                                   38(8)
16839                  10                                   37(8)
