hh_id               itime                                     day
10483      10, 10, 10, 10         29(6), 66(14), 146(30), 226(46)
10484      10, 10, 10, 10         28(6), 65(13), 145(29), 225(45)
10485      10, 10, 10, 10         27(6), 64(13), 144(29), 224(45)
10486      10, 10, 10, 10         26(6), 63(13), 143(29), 223(45)
10487      10, 10, 10, 10         30(6), 62(13), 142(29), 222(45)
10488      10, 10, 10, 10         29(6), 61(13), 141(29), 221(45)
10489      10, 10, 10, 10         28(6), 60(12), 140(28), 220(44)
10490      10, 10, 10, 10         27(6), 59(12), 139(28), 219(44)
10491      10, 10, 10, 10         26(6), 58(12), 138(28), 218(44)
10492      10, 10, 10, 10         30(6), 57(12), 137(28), 217(44)
10493      10, 10, 10, 10         29(6), 56(12), 136(28), 216(44)
10494      10, 10, 10, 10         28(6), 55(11), 135(27), 215(43)
10495      10, 10, 10, 10         27(6), 54(11), 134(27), 214(43)
10496      10, 10, 10, 10         26(6), 53(11), 133(27), 213(43)
10497      10, 10, 10, 10         30(6), 52(11), 132(27), 212(43)
10498      10, 10, 10, 10         29(6), 51(11), 131(27), 211(43)
10499      10, 10, 10, 10         28(6), 50(10), 130(26), 210(42)
10500      10, 10, 10, 10         27(6), 49(10), 129(26), 209(42)
10501      10, 10, 10, 10         26(6), 48(10), 128(26), 208(42)
10502      10, 10, 10, 10         21(5), 47(10), 127(26), 207(42)
10503      10, 10, 10, 10         25(5), 46(10), 126(26), 206(42)
10504      10, 10, 10, 10          24(5), 45(9), 125(25), 205(41)
10505      10, 10, 10, 10          23(5), 44(9), 124(25), 204(41)
10506      10, 10, 10, 10          22(5), 43(9), 123(25), 203(41)
10507      10, 10, 10, 10          21(5), 42(9), 122(25), 202(41)
10508      10, 10, 10, 10          25(5), 41(9), 121(25), 201(41)
10509      10, 10, 10, 10          24(5), 40(8), 120(24), 200(40)
10510      10, 10, 10, 10          23(5), 39(8), 119(24), 199(40)
10511      10, 10, 10, 10          22(5), 38(8), 118(24), 198(40)
10512      10, 10, 10, 10          21(5), 37(8), 117(24), 197(40)
10513      10, 10, 10, 10          25(5), 36(8), 116(24), 196(40)
10514      10, 10, 10, 10          24(5), 35(7), 115(23), 195(39)
10515      10, 10, 10, 10          23(5), 34(7), 114(23), 194(39)
10516      10, 10, 10, 10          22(5), 33(7), 113(23), 193(39)
10517      10, 10, 10, 10          21(5), 32(7), 112(23), 192(39)
10518      10, 10, 10, 10          25(5), 31(7), 111(23), 191(39)
10519      10, 10, 10, 10          24(5), 30(6), 110(22), 190(38)
10520      10, 10, 10, 10          23(5), 29(6), 109(22), 189(38)
10521      10, 10, 10, 10          22(5), 28(6), 108(22), 188(38)
10522      10, 10, 10, 10          21(5), 27(6), 107(22), 187(38)
10523      10, 10, 10, 10          25(5), 26(6), 106(22), 186(38)
10524      10, 10, 10, 10          24(5), 25(5), 105(21), 185(37)
10525      10, 10, 10, 10          23(5), 24(5), 104(21), 184(37)
10526      10, 10, 10, 10          22(5), 23(5), 103(21), 183(37)
10527          10, 10, 10                 42(9), 102(21), 182(37)
10528          10, 10, 10                 41(9), 101(21), 181(37)
10529          10, 10, 10                 45(9), 100(20), 180(36)
10530          10, 10, 10                  44(9), 99(20), 179(36)
10531          10, 10, 10                  43(9), 98(20), 178(36)
10532          10, 10, 10                  42(9), 97(20), 177(36)
10533          10, 10, 10                  41(9), 96(20), 176(36)
10534          10, 10, 10                  45(9), 95(19), 175(35)
10535          10, 10, 10                  44(9), 94(19), 174(35)
10536          10, 10, 10                  43(9), 93(19), 173(35)
10537          10, 10, 10                  42(9), 92(19), 172(35)
10538          10, 10, 10                  41(9), 91(19), 171(35)
10539          10, 10, 10                  45(9), 90(18), 170(34)
10540          10, 10, 10                  44(9), 89(18), 169(34)
10541          10, 10, 10                  43(9), 88(18), 168(34)
10542          10, 10, 10                  42(9), 87(18), 167(34)
10543          10, 10, 10                  36(8), 86(18), 166(34)
10544          10, 10, 10                  41(9), 85(17), 165(33)
10545          10, 10, 10                  45(9), 84(17), 164(33)
10546          10, 10, 10                  40(8), 83(17), 163(33)
10547          10, 10, 10                  39(8), 82(17), 162(33)
10548          10, 10, 10                  38(8), 81(17), 161(33)
10549      10, 10, 10, 10         37(8), 80(16), 160(32), 240(48)
10550      10, 10, 10, 10         36(8), 79(16), 159(32), 239(48)
10551      10, 10, 10, 10         40(8), 78(16), 158(32), 238(48)
10552      10, 10, 10, 10         39(8), 77(16), 157(32), 237(48)
10553      10, 10, 10, 10         38(8), 76(16), 156(32), 236(48)
10554      10, 10, 10, 10         37(8), 75(15), 155(31), 235(47)
10555      10, 10, 10, 10         36(8), 74(15), 154(31), 234(47)
10556      10, 10, 10, 10         40(8), 73(15), 153(31), 233(47)
10557      10, 10, 10, 10         39(8), 72(15), 152(31), 232(47)
10558      10, 10, 10, 10         38(8), 71(15), 151(31), 231(47)
10559      10, 10, 10, 10         37(8), 70(14), 150(30), 230(46)
10560      10, 10, 10, 10         33(7), 69(14), 149(30), 229(46)
10561      10, 10, 10, 10         36(8), 68(14), 148(30), 228(46)
10562      10, 10, 10, 10         40(8), 67(14), 147(30), 227(46)
10563      10, 10, 10, 10         39(8), 66(14), 146(30), 226(46)
10564      10, 10, 10, 10         38(8), 65(13), 145(29), 225(45)
10565      10, 10, 10, 10         32(7), 64(13), 144(29), 224(45)
10566      10, 10, 10, 10         37(8), 63(13), 143(29), 223(45)
10567      10, 10, 10, 10         31(7), 62(13), 142(29), 222(45)
10568      10, 10, 10, 10         35(7), 61(13), 141(29), 221(45)
10569      10, 10, 10, 10         34(7), 60(12), 140(28), 220(44)
10570      10, 10, 10, 10         33(7), 59(12), 139(28), 219(44)
10571      10, 10, 10, 10         32(7), 58(12), 138(28), 218(44)
10572      10, 10, 10, 10         31(7), 57(12), 137(28), 217(44)
10573      10, 10, 10, 10         35(7), 56(12), 136(28), 216(44)
10574      10, 10, 10, 10         30(6), 55(11), 135(27), 215(43)
10575      10, 10, 10, 10         34(7), 54(11), 134(27), 214(43)
10576      10, 10, 10, 10         33(7), 53(11), 133(27), 213(43)
10577      10, 10, 10, 10         32(7), 52(11), 132(27), 212(43)
10578      10, 10, 10, 10         31(7), 51(11), 131(27), 211(43)
10579      10, 10, 10, 10         35(7), 50(10), 130(26), 210(42)
10580      10, 10, 10, 10         34(7), 49(10), 129(26), 209(42)
10581      10, 10, 10, 10         29(6), 48(10), 128(26), 208(42)
10582      10, 10, 10, 10         33(7), 47(10), 127(26), 207(42)
10583      10, 10, 10, 10         32(7), 46(10), 126(26), 206(42)
10584      10, 10, 10, 10          21(5), 45(9), 125(25), 205(41)
10585      10, 10, 10, 10          31(7), 44(9), 124(25), 204(41)
10586      10, 10, 10, 10          35(7), 43(9), 123(25), 203(41)
10587      10, 10, 10, 10          34(7), 42(9), 122(25), 202(41)
10588      10, 10, 10, 10          33(7), 41(9), 121(25), 201(41)
10589      10, 10, 10, 10          32(7), 40(8), 120(24), 200(40)
10590      10, 10, 10, 10          28(6), 39(8), 119(24), 199(40)
10591      10, 10, 10, 10          27(6), 38(8), 118(24), 198(40)
10592      10, 10, 10, 10          26(6), 37(8), 117(24), 197(40)
10593      10, 10, 10, 10          30(6), 36(8), 116(24), 196(40)
10594      10, 10, 10, 10          29(6), 35(7), 115(23), 195(39)
10595      10, 10, 10, 10          28(6), 34(7), 114(23), 194(39)
10596      10, 10, 10, 10          27(6), 33(7), 113(23), 193(39)
10597      10, 10, 10, 10          26(6), 32(7), 112(23), 192(39)
10598      10, 10, 10, 10          30(6), 31(7), 111(23), 191(39)
10599      10, 10, 10, 10          29(6), 30(6), 110(22), 190(38)
10600      10, 10, 10, 10          28(6), 29(6), 109(22), 189(38)
10601      10, 10, 10, 10          25(5), 28(6), 108(22), 188(38)
10602      10, 10, 10, 10          27(6), 27(6), 107(22), 187(38)
10603      10, 10, 10, 10          26(6), 26(6), 106(22), 186(38)
10604          10, 10, 10                 30(6), 105(21), 185(37)
10605          10, 10, 10                 29(6), 104(21), 184(37)
10606          10, 10, 10                 28(6), 103(21), 183(37)
10607          10, 10, 10                 24(5), 102(21), 182(37)
10608          10, 10, 10                 27(6), 101(21), 181(37)
10609          10, 10, 10                 23(5), 100(20), 180(36)
10610          10, 10, 10                  26(6), 99(20), 179(36)
10611          10, 10, 10                  30(6), 98(20), 178(36)
10612          10, 10, 10                  22(5), 97(20), 177(36)
10613          10, 10, 10                  21(5), 96(20), 176(36)
10614          10, 10, 10                  17(4), 95(19), 175(35)
10615          10, 10, 10                  25(5), 94(19), 174(35)
10616          10, 10, 10                  24(5), 93(19), 173(35)
10617          10, 10, 10                  23(5), 92(19), 172(35)
10618          10, 10, 10                  16(4), 91(19), 171(35)
10619          10, 10, 10                  22(5), 90(18), 170(34)
10620          10, 10, 10                  21(5), 89(18), 169(34)
10621          10, 10, 10                  25(5), 88(18), 168(34)
10622          10, 10, 10                  24(5), 87(18), 167(34)
10623          10, 10, 10                  23(5), 86(18), 166(34)
10624          10, 10, 10                  22(5), 85(17), 165(33)
10625          10, 10, 10                  21(5), 84(17), 164(33)
10626          10, 10, 10                  25(5), 83(17), 163(33)
10627          10, 10, 10                  24(5), 82(17), 162(33)
10628          10, 10, 10                  23(5), 81(17), 161(33)
10629      10, 10, 10, 10         22(5), 80(16), 160(32), 240(48)
10630      10, 10, 10, 10         21(5), 79(16), 159(32), 239(48)
10631      10, 10, 10, 10         25(5), 78(16), 158(32), 238(48)
10632      10, 10, 10, 10         24(5), 77(16), 157(32), 237(48)
10633      10, 10, 10, 10         20(4), 76(16), 156(32), 236(48)
10634      10, 10, 10, 10         19(4), 75(15), 155(31), 235(47)
10635      10, 10, 10, 10         18(4), 74(15), 154(31), 234(47)
10636      10, 10, 10, 10         17(4), 73(15), 153(31), 233(47)
10637      10, 10, 10, 10         16(4), 72(15), 152(31), 232(47)
10638      10, 10, 10, 10         20(4), 71(15), 151(31), 231(47)
10639      10, 10, 10, 10         19(4), 70(14), 150(30), 230(46)
10640      10, 10, 10, 10         18(4), 69(14), 149(30), 229(46)
10641      10, 10, 10, 10         17(4), 68(14), 148(30), 228(46)
10642      10, 10, 10, 10         16(4), 67(14), 147(30), 227(46)
10643      10, 10, 10, 10         11(3), 66(14), 146(30), 226(46)
10644      10, 10, 10, 10         15(3), 65(13), 145(29), 225(45)
10645      10, 10, 10, 10         20(4), 64(13), 144(29), 224(45)
10646      10, 10, 10, 10         19(4), 63(13), 143(29), 223(45)
10647      10, 10, 10, 10         18(4), 62(13), 142(29), 222(45)
10648      10, 10, 10, 10         17(4), 61(13), 141(29), 221(45)
10649      10, 10, 10, 10         16(4), 60(12), 140(28), 220(44)
10650      10, 10, 10, 10         14(3), 59(12), 139(28), 219(44)
10651      10, 10, 10, 10         20(4), 58(12), 138(28), 218(44)
10652      10, 10, 10, 10         13(3), 57(12), 137(28), 217(44)
10653      10, 10, 10, 10         12(3), 56(12), 136(28), 216(44)
10654      10, 10, 10, 10         11(3), 55(11), 135(27), 215(43)
10655      10, 10, 10, 10         15(3), 54(11), 134(27), 214(43)
10656      10, 10, 10, 10         14(3), 53(11), 133(27), 213(43)
10657      10, 10, 10, 10         13(3), 52(11), 132(27), 212(43)
10658      10, 10, 10, 10         12(3), 51(11), 131(27), 211(43)
10659      10, 10, 10, 10         11(3), 50(10), 130(26), 210(42)
10660      10, 10, 10, 10         15(3), 49(10), 129(26), 209(42)
10661      10, 10, 10, 10         14(3), 48(10), 128(26), 208(42)
10662      10, 10, 10, 10         13(3), 47(10), 127(26), 207(42)
10663      10, 10, 10, 10         12(3), 46(10), 126(26), 206(42)
10664      10, 10, 10, 10          11(3), 45(9), 125(25), 205(41)
10665      10, 10, 10, 10          15(3), 44(9), 124(25), 204(41)
10666      10, 10, 10, 10          14(3), 43(9), 123(25), 203(41)
10667      10, 10, 10, 10          13(3), 42(9), 122(25), 202(41)
10668      10, 10, 10, 10          12(3), 41(9), 121(25), 201(41)
10669      10, 10, 10, 10           8(2), 40(8), 120(24), 200(40)
10670      10, 10, 10, 10          11(3), 39(8), 119(24), 199(40)
10671      10, 10, 10, 10           7(2), 38(8), 118(24), 198(40)
10672      10, 10, 10, 10           6(2), 37(8), 117(24), 197(40)
10673      10, 10, 10, 10          10(2), 36(8), 116(24), 196(40)
10674      10, 10, 10, 10           9(2), 35(7), 115(23), 195(39)
10675      10, 10, 10, 10           8(2), 34(7), 114(23), 194(39)
10676      10, 10, 10, 10           7(2), 33(7), 113(23), 193(39)
10677      10, 10, 10, 10           6(2), 32(7), 112(23), 192(39)
10678      10, 10, 10, 10          10(2), 31(7), 111(23), 191(39)
10679      10, 10, 10, 10           9(2), 30(6), 110(22), 190(38)
10680      10, 10, 10, 10           8(2), 29(6), 109(22), 189(38)
10681      10, 10, 10, 10           7(2), 28(6), 108(22), 188(38)
