hh_id,hh_name,hh_inCDA,hh_size,hh_village-id,,,,,,,,,
21502,42-811-A-4,0,6,142,10,10,10,30,,,,,
21503,42-812-A-4,0,5,142,10,10,10,30,,,,,
21504,42-813-A-4,0,2,142,10,10,10,30,,,,,
21505,42-814-A-4,0,4,142,10,10,10,30,,,,,
21506,42-815-A-4,0,7,142,10,10,10,30,,,,,
21507,42-816-A-4,0,5,142,10,10,10,30,,,,,
21508,42-817-A-4,0,44,142,10,10,10,30,,,,,
21509,42-818-A-4,0,4,142,10,10,10,30,,,,,
21510,42-819-A-4,0,3,142,10,10,10,30,,,,,
21511,42-820-A-4,0,6,142,10,10,10,30,,,,,
21512,42-821-A-4,0,6,142,10,10,10,30,,,,,
21513,42-822-A-4,0,6,142,10,10,10,30,,,,,
21514,42-823-A-4,0,5,142,10,10,10,30,,,,,
21515,42-824-A-4,0,7,142,10,10,10,30,,,,,
21516,42-827-A-4,0,3,142,10,10,10,30,,,,,
21517,42-828-A-4,0,7,142,10,10,10,30,,,,,
21518,42-830-A-4,0,4,142,10,10,10,30,,,,,
21519,42-832-A-4,0,4,142,10,10,10,30,,,,,
21520,42-832-B-4,0,4,142,10,10,10,30,,,,,
21521,42-834-A-4,0,1,142,10,10,10,30,,,,,
21522,43-001-A-0,0,11,143,10,10,10,30,,,,,
21523,43-002-A-0,0,12,143,10,10,10,30,,,,,
21524,43-005-A-0,0,12,143,10,10,10,30,,,,,
21525,43-006-A-0,0,7,143,10,10,10,30,,,,,
21526,43-007-A-0,0,16,143,10,10,10,30,,,,,
21527,43-007-B-0,0,8,143,10,10,10,30,,,,,
21528,43-008-A-0,0,4,143,10,10,10,30,,,,,
21529,43-009-A-0,0,33,143,10,10,10,30,,,,,
21530,43-010-A-0,0,36,143,10,10,10,30,,,,,
21531,43-011-A-0,0,9,143,10,10,10,30,,,,,
21532,43-012-A-0,0,9,143,10,10,10,30,,,,,
21533,43-013-A-0,0,6,143,10,10,10,30,,,,,
21534,43-013-C-0,0,6,143,10,10,10,30,,,,,
21535,43-013-D-0,0,6,143,10,10,10,30,,,,,
21536,43-013-F-0,0,8,143,10,10,10,30,,,,,
21537,43-013-G-0,0,5,143,10,10,10,30,,,,,
21538,43-014-A-0,0,21,143,10,10,10,30,,,,,
21539,43-015-A-0,0,15,143,10,10,10,30,,,,,
21540,43-015-B-0,0,18,143,10,10,10,30,,,,,
21541,43-015-C-0,0,9,143,10,10,10,30,,,,,
21542,43-019-A-0,0,8,143,10,10,10,30,,,,,
21543,43-020-A-0,0,10,143,10,10,10,30,,,,,
21544,43-021-A-0,0,24,143,10,10,10,30,,,,,
21545,43-023-B-0,0,9,143,10,10,10,30,,,,,
21546,43-024-A-0,0,3,143,10,10,10,30,,,,,
21547,43-026-A-0,0,27,143,10,10,10,30,,,,,
21548,43-027-A-0,0,14,143,10,10,10,30,,,,,
21549,43-028-A-0,0,6,143,10,10,10,30,,,,,
21550,43-029-A-0,0,27,143,10,10,10,30,,,,,
21551,43-032-A-0,0,5,143,10,10,10,30,,,,,
21552,43-034-A-0,0,16,143,10,10,10,30,,,,,
21553,43-035-A-0,0,10,143,10,10,10,30,,,,,
21554,43-035-B-0,0,18,143,10,10,10,30,,,,,
21555,43-036-A-0,0,10,143,10,10,10,30,,,,,
21556,43-037-A-0,0,22,143,10,10,10,30,,,,,
21557,43-037-B-0,0,15,143,10,10,10,30,,,,,
21558,43-037-D-0,0,6,143,10,10,10,30,,,,,
21559,43-038-A-0,0,13,143,10,10,10,30,,,,,
21560,43-039-A-0,0,19,143,10,10,10,30,,,,,
21561,43-040-A-0,0,17,143,10,10,10,30,,,,,
21562,43-041-A-0,0,8,143,10,10,10,30,,,,,
21563,43-042-A-0,0,9,143,10,10,10,30,,,,,
21564,43-043-A-0,0,20,143,10,10,10,30,,,,,
21565,43-046-A-0,0,5,143,10,10,10,30,,,,,
21566,43-048-A-0,0,3,143,10,10,10,30,,,,,
21567,43-049-A-0,0,10,143,10,10,10,30,,,,,
21568,43-050-A-0,0,4,143,10,10,10,30,,,,,
21569,44-004-A-0,0,6,144,10,10,10,30,,,,,
21570,44-005-A-0,0,8,144,10,10,10,30,,,,,
21571,44-006-A-0,0,4,144,10,10,10,30,,,,,
21572,44-006-B-0,0,3,144,10,10,10,30,,,,,
21573,44-008-A-0,0,2,144,10,10,10,30,,,,,
21574,44-011-A-0,0,2,144,10,10,10,30,,,,,
21575,44-012-A-0,0,6,144,10,10,10,30,,,,,
21576,44-013-A-0,0,4,144,10,10,10,30,,,,,
21577,44-014-A-0,0,6,144,10,10,10,30,,,,,
21578,44-015-A-0,0,6,144,10,10,10,30,,,,,
21579,44-017-A-0,0,7,144,10,10,10,30,,,,,
21580,44-019-A-0,0,18,144,10,10,10,30,,,,,
21581,44-019-B-0,0,7,144,10,10,10,30,,,,,
21582,44-020-A-0,0,3,144,10,10,10,30,,,,,
21583,44-022-A-0,0,14,144,10,10,10,30,,,,,
21584,44-025-A-0,0,3,144,10,10,10,30,,,,,
21585,44-026-A-0,0,1,144,10,10,10,30,,,,,
21586,44-027-A-0,0,1,144,10,10,10,30,,,,,
21587,44-030-A-0,0,2,144,10,10,10,30,,,,,
21588,44-034-A-0,0,13,144,10,10,10,30,,,,,
21589,44-035-A-0,0,3,144,10,10,10,30,,,,,
21590,44-036-A-0,0,2,144,10,10,10,30,,,,,
21591,44-037-A-0,0,9,144,10,10,10,30,,,,,
21592,44-038-A-0,0,3,144,10,10,10,30,,,,,
21593,44-040-A-0,0,13,144,10,10,10,30,,,,,
21594,44-040-C-0,0,7,144,10,10,10,30,,,,,
21595,44-040-D-0,0,6,144,10,10,10,30,,,,,
21596,44-042-A-0,0,5,144,10,10,10,30,,,,,
21597,44-044-A-0,0,7,144,10,10,10,30,,,,,
21598,44-047-A-0,0,5,144,10,10,10,30,,,,,
21599,44-047-B-0,0,1,144,10,10,10,30,,,,,
21600,44-048-A-0,0,7,144,10,10,10,30,,,,,
21601,44-049-A-0,0,7,144,10,10,10,30,,,,,
21602,44-053-A-0,0,4,144,10,10,10,30,,,,,
21603,44-054-B-0,0,3,144,10,10,10,30,,,,,
21604,44-057-A-0,0,1,144,10,10,10,30,,,,,
21605,44-059-A-0,0,1,144,10,10,10,30,,,,,
21606,44-061-A-0,0,4,144,10,10,10,30,,,,,
21607,44-064-A-0,0,1,144,10,10,10,30,,,,,
21608,44-066-B-0,0,6,144,10,10,10,30,,,,,
21609,44-067-A-0,0,1,144,10,10,10,30,,,,,
21610,44-069-B-0,0,3,144,10,10,10,30,,,,,
21611,44-073-A-0,0,7,144,10,10,10,30,,,,,
21612,44-074-A-0,0,1,144,10,10,10,30,,,,,
21613,44-075-A-0,0,6,144,10,10,10,30,,,,,
21614,44-077-A-0,0,8,144,10,10,10,30,,,,,
21615,44-078-A-0,0,4,144,10,10,10,30,,,,,
21616,44-079-A-0,0,1,144,10,10,10,30,,,,,
21617,44-080-A-0,0,4,144,10,10,10,30,,,,,
21618,44-081-A-0,0,1,144,10,10,10,30,,,,,
21619,44-082-B-0,0,1,144,10,10,10,30,,,,,
21620,44-083-A-0,0,7,144,10,10,10,30,,,,,
21621,44-085-A-0,0,2,144,10,10,10,30,,,,,
21622,44-086-A-0,0,5,144,10,10,10,30,,,,,
21623,44-087-A-0,0,6,144,10,10,10,30,,,,,
21624,44-088-A-0,0,2,144,10,10,10,30,,,,,
21625,44-097-A-0,0,8,144,10,10,10,30,,,,,
21626,44-098-A-0,0,3,144,10,10,10,30,,,,,
21627,44-102-A-0,0,4,144,10,10,10,30,,,,,
21628,44-112-A-0,0,10,144,10,10,10,30,,,,,
21629,44-113-A-0,0,8,144,10,10,10,30,,,,,
21630,44-114-A-0,0,6,144,10,10,10,30,,,,,
21631,44-115-A-0,0,7,144,10,10,10,30,,,,,
21632,44-122-A-0,0,8,144,10,10,10,30,,,,,
21633,44-127-A-0,0,7,144,10,10,10,30,,,,,
21634,44-128-A-0,0,6,144,10,10,10,30,,,,,
21635,44-129-A-0,0,3,144,10,10,10,30,,,,,
21636,44-131-A-0,0,7,144,10,10,10,30,,,,,
21637,44-132-A-0,0,8,144,10,10,10,30,,,,,
21638,44-133-A-0,0,11,144,10,10,10,30,,,,,
21639,44-134-A-0,0,8,144,10,10,10,30,,,,,
21640,44-135-A-0,0,7,144,10,10,10,30,,,,,
21641,44-136-A-0,0,7,144,10,10,10,30,,,,,
21642,44-137-A-0,0,9,144,10,10,10,30,,,,,
21643,44-139-A-0,0,8,144,10,10,10,30,,,,,
21644,44-140-A-0,0,4,144,10,10,10,30,,,,,
21645,44-145-A-0,0,4,144,10,10,10,30,,,,,
21646,44-145-B-0,0,1,144,10,10,10,30,,,,,
21647,44-146-A-0,0,1,144,10,10,10,30,,,,,
21648,44-150-A-0,0,5,144,10,10,10,30,,,,,
21649,44-153-A-0,0,9,144,10,10,10,30,,,,,
21650,44-161-A-0,0,1,144,10,10,10,30,,,,,
21651,44-162-A-0,0,8,144,10,10,10,30,,,,,
21652,44-163-A-0,0,8,144,10,10,10,30,,,,,
21653,44-164-A-0,0,12,144,10,10,10,30,,,,,
21654,44-166-A-0,0,9,144,10,10,10,30,,,,,
21655,44-170-A-0,0,7,144,10,10,10,30,,,,,
21656,44-175-A-0,0,10,144,10,10,10,30,,,,,
21657,44-177-A-0,0,6,144,10,10,10,30,,,,,
21658,44-178-A-0,0,7,144,10,10,10,30,,,,,
21659,44-178-B-0,0,14,144,10,10,10,30,,,,,
21660,44-179-A-0,0,7,144,10,10,10,30,,,,,
21661,44-180-A-0,0,1,144,10,10,10,30,,,,,
21662,44-182-A-0,0,5,144,10,10,10,30,,,,,
21663,44-190-A-0,0,4,144,10,10,10,30,,,,,
21664,44-191-A-0,0,10,144,10,10,10,30,,,,,
21665,44-192-A-0,0,9,144,10,10,10,30,,,,,
21666,44-193-A-0,0,5,144,10,10,10,30,,,,,
21667,44-195-A-0,0,7,144,10,10,10,30,,,,,
21668,44-196-A-0,0,17,144,10,10,10,30,,,,,
21669,44-199-A-0,0,4,144,10,10,10,30,,,,,
21670,44-200-A-0,0,7,144,10,10,10,30,,,,,
21671,44-202-A-0,0,4,144,10,10,10,30,,,,,
21672,44-203-A-0,0,16,144,10,10,10,30,,,,,
21673,44-205-A-0,0,15,144,10,10,10,30,,,,,
21674,44-210-A-0,0,8,144,10,10,10,30,,,,,
21675,44-211-A-0,0,4,144,10,10,10,30,,,,,
21676,44-212-A-0,0,3,144,10,10,10,30,,,,,
21677,44-216-A-0,0,2,144,10,10,10,30,,,,,
21678,44-216-B-0,0,3,144,10,10,10,30,,,,,
21679,44-217-A-0,0,9,144,10,10,10,30,,,,,
21680,44-218-A-0,0,6,144,10,10,10,30,,,,,
21681,44-219-A-0,0,7,144,10,10,10,30,,,,,
21682,44-220-A-0,0,4,144,10,10,10,30,,,,,
21683,44-221-A-0,0,3,144,10,10,10,30,,,,,
21684,44-222-A-0,0,7,144,10,10,10,30,,,,,
21685,44-224-A-0,0,6,144,10,10,10,30,,,,,
21686,44-226-A-0,0,9,144,10,10,10,30,,,,,
21687,44-227-A-0,0,7,144,10,10,10,30,,,,,
21688,44-228-B-0,0,1,144,10,10,10,30,,,,,
21689,44-230-A-0,0,3,144,10,10,10,30,,,,,
21690,44-231-A-0,0,4,144,10,10,10,30,,,,,
21691,44-232-A-0,0,5,144,10,10,10,30,,,,,
21692,44-233-A-0,0,1,144,10,10,10,30,,,,,
21693,44-234-A-0,0,7,144,10,10,10,30,,,,,
21694,44-236-A-0,0,10,144,10,10,10,30,,,,,
21695,44-239-A-0,0,10,144,10,10,10,30,,,,,
21696,44-241-A-0,0,9,144,10,10,10,30,,,,,
21697,44-242-A-0,0,5,144,10,10,10,30,,,,,
21698,44-243-A-0,0,7,144,10,10,10,30,,,,,
21699,44-244-A-0,0,9,144,10,10,10,30,,,,,
21700,44-246-A-0,0,5,144,10,10,10,30,,,,,
21701,44-247-A-0,0,9,144,10,10,10,30,,,,,
21702,44-248-A-0,0,9,144,10,10,10,30,,,,,
21703,44-249-A-0,0,4,144,10,10,10,30,,,,,
21704,44-250-A-0,0,1,144,10,10,10,30,,,,,
21705,44-251-A-0,0,8,144,10,10,10,30,,,,,
21706,44-253-A-0,0,9,144,10,10,10,30,,,,,
21707,44-255-A-0,0,8,144,10,10,10,30,,,,,
21708,44-257-A-0,0,5,144,10,10,10,30,,,,,
21709,44-258-A-0,0,1,144,10,10,10,30,,,,,
21710,44-260-A-0,0,3,144,10,10,10,30,,,,,
21711,44-261-A-0,0,7,144,10,10,10,30,,,,,
21712,44-263-A-0,0,7,144,10,10,10,30,,,,,
21713,44-264-A-0,0,8,144,10,10,10,30,,,,,
21714,44-266-A-0,0,7,144,10,10,10,30,,,,,
21715,44-270-A-0,0,4,144,10,10,10,30,,,,,
21716,44-276-A-0,0,8,144,10,10,10,30,,,,,
21717,44-277-A-0,0,5,144,10,10,10,30,,,,,
21718,44-278-A-0,0,3,144,10,10,10,30,,,,,
21719,44-279-A-0,0,6,144,10,10,10,30,,,,,
21720,44-283-A-0,0,1,144,10,10,10,30,,,,,
21721,44-285-A-0,0,10,144,10,10,10,30,,,,,
21722,44-286-A-0,0,7,144,10,10,10,30,,,,,
21723,44-287-C-0,0,1,144,10,10,10,30,,,,,
21724,44-287-E-0,0,1,144,10,10,10,30,,,,,
21725,44-288-A-0,0,6,144,10,10,10,30,,,,,
21726,44-289-A-0,0,4,144,10,10,10,30,,,,,
21727,44-291-A-0,0,2,144,10,10,10,30,,,,,
21728,44-292-A-0,0,6,144,10,10,10,30,,,,,
21729,44-294-A-0,0,8,144,10,10,10,30,,,,,
21730,44-295-A-0,0,6,144,10,10,10,30,,,,,
21731,44-296-A-0,0,6,144,10,10,10,30,,,,,
21732,44-298-A-0,0,7,144,10,10,10,30,,,,,
21733,44-299-A-0,0,8,144,10,10,10,30,,,,,
21734,44-300-A-0,0,6,144,10,10,10,30,,,,,
21735,44-301-A-0,0,4,144,10,10,10,30,,,,,
21736,44-302-A-0,0,8,144,10,10,10,30,,,,,
21737,44-305-A-0,0,7,144,10,10,10,30,,,,,
21738,44-306-A-0,0,8,144,10,10,10,30,,,,,
21739,44-307-A-0,0,3,144,10,10,10,30,,,,,
21740,44-308-A-0,0,7,144,10,10,10,30,,,,,
21741,44-309-A-0,0,5,144,10,10,10,30,,,,,
21742,44-310-A-0,0,6,144,10,10,10,30,,,,,
21743,44-311-A-0,0,8,144,10,10,10,30,,,,,
21744,44-312-A-0,0,4,144,10,10,10,30,,,,,
21745,44-314-A-0,0,7,144,10,10,10,30,,,,,
21746,44-315-A-0,0,4,144,10,10,10,30,,,,,
21747,44-316-A-0,0,5,144,10,10,10,30,,,,,
21748,44-317-A-0,0,8,144,10,10,10,30,,,,,
21749,44-318-A-0,0,6,144,10,10,10,30,,,,,
21750,44-319-A-0,0,7,144,10,10,10,30,,,,,
21751,44-321-A-0,0,1,144,10,10,10,30,,,,,
21752,44-322-A-0,0,1,144,10,10,10,30,,,,,
21753,44-323-A-0,0,8,144,10,10,10,30,,,,,
21754,44-326-A-0,0,9,144,10,10,10,30,,,,,
21755,44-327-A-0,0,4,144,10,10,10,30,,,,,
21756,44-329-A-0,0,1,144,10,10,10,30,,,,,
21757,44-330-A-0,0,8,144,10,10,10,30,,,,,
21758,44-332-A-0,0,6,144,10,10,10,30,,,,,
21759,44-333-A-0,0,6,144,10,10,10,30,,,,,
21760,44-334-A-0,0,5,144,10,10,10,30,,,,,
21761,44-336-A-0,0,2,144,10,10,10,30,,,,,
21762,44-337-A-0,0,5,144,10,10,10,30,,,,,
21763,44-338-A-0,0,7,144,10,10,10,30,,,,,
21764,44-339-A-0,0,6,144,10,10,10,30,,,,,
21765,44-340-A-0,0,10,144,10,10,10,30,,,,,
21766,44-340-B-0,0,17,144,10,10,10,30,,,,,
21767,44-340-C-0,0,5,144,10,10,10,30,,,,,
21768,44-341-A-0,0,7,144,10,10,10,30,,,,,
21769,44-342-A-0,0,9,144,10,10,10,30,,,,,
21770,44-343-A-0,0,6,144,10,10,10,30,,,,,
21771,44-344-A-0,0,10,144,10,10,10,30,,,,,
21772,44-345-A-0,0,1,144,10,10,10,30,,,,,
21773,44-346-A-0,0,10,144,10,10,10,30,,,,,
21774,44-348-A-0,0,4,144,10,10,10,30,,,,,
21775,44-349-A-0,0,1,144,10,10,10,30,,,,,
21776,44-350-A-0,0,4,144,10,10,10,30,,,,,
21777,44-351-A-0,0,4,144,10,10,10,30,,,,,
21778,44-356-A-0,0,1,144,10,10,10,30,,,,,
21779,44-358-A-0,0,6,144,10,10,10,30,,,,,
21780,44-359-A-0,0,6,144,10,10,10,30,,,,,
21781,44-360-A-0,0,5,144,10,10,10,30,,,,,
21782,44-361-A-0,0,5,144,10,10,10,30,,,,,
21783,44-362-A-0,0,5,144,10,10,10,30,,,,,
21784,44-364-D-0,0,3,144,10,10,10,30,,,,,
21785,44-365-A-0,0,7,144,10,10,10,30,,,,,
21786,44-366-A-0,0,4,144,10,10,10,30,,,,,
21787,44-366-B-0,0,5,144,10,10,10,30,,,,,
21788,44-367-A-0,0,1,144,10,10,10,30,,,,,
21789,44-367-B-0,0,2,144,10,10,10,30,,,,,
21790,44-368-A-0,0,1,144,10,10,10,30,,,,,
21791,44-371-A-0,0,5,144,10,10,10,30,,,,,
21792,44-372-A-0,0,1,144,10,10,10,30,,,,,
21793,44-373-A-0,0,6,144,10,10,10,30,,,,,
21794,44-374-A-0,0,2,144,10,10,10,30,,,,,
21795,44-375-A-0,0,2,144,10,10,10,30,,,,,
21796,44-376-A-0,0,3,144,10,10,10,30,,,,,
21797,44-377-A-0,0,14,144,10,10,10,30,,,,,
21798,44-378-A-0,0,2,144,10,10,10,30,,,,,
21799,44-379-A-0,0,3,144,10,10,10,30,,,,,
21800,44-380-A-0,0,5,144,10,10,10,30,,,,,
21801,44-381-A-0,0,7,144,10,10,10,30,,,,,
21802,44-382-A-0,0,6,144,10,10,10,30,,,,,
21803,44-383-B-0,0,5,144,10,10,10,30,,,,,
21804,44-384-A-0,0,2,144,10,10,10,30,,,,,
21805,44-385-A-0,0,2,144,10,10,10,30,,,,,
21806,44-386-A-0,0,7,144,10,10,10,30,,,,,
21807,44-388-A-0,0,1,144,10,10,10,30,,,,,
21808,44-389-A-0,0,2,144,10,10,10,30,,,,,
21809,44-390-A-0,0,2,144,10,10,10,30,,,,,
21810,44-391-A-0,0,5,144,10,10,10,30,,,,,
21811,44-391-B-0,0,2,144,10,10,10,30,,,,,
21812,44-392-A-0,0,5,144,10,10,10,30,,,,,
21813,44-393-A-0,0,1,144,10,10,10,30,,,,,
21814,44-394-A-0,0,4,144,10,10,10,30,,,,,
21815,44-395-A-0,0,4,144,10,10,10,30,,,,,
21816,44-395-B-0,0,1,144,10,10,10,30,,,,,
21817,44-396-A-0,0,1,144,10,10,10,30,,,,,
21818,44-397-A-0,0,2,144,10,10,10,30,,,,,
21819,44-398-A-0,0,4,144,10,10,10,30,,,,,
21820,44-399-A-0,0,4,144,10,10,10,30,,,,,
21821,44-400-A-0,0,3,144,10,10,10,30,,,,,
21822,44-402-A-0,0,6,144,10,10,10,30,,,,,
21823,44-403-A-0,0,4,144,10,10,10,30,,,,,
21824,45-002-A-0,0,9,145,10,10,10,30,,,,,
21825,45-003-A-0,0,9,145,10,10,10,30,,,,,
21826,45-004-A-0,0,8,145,10,10,10,30,,,,,
21827,45-005-A-0,0,8,145,10,10,10,30,,,,,
21828,45-006-A-0,0,4,145,10,10,10,30,,,,,
21829,45-009-A-0,0,7,145,10,10,10,30,,,,,
21830,45-010-A-0,0,8,145,10,10,10,30,,,,,
21831,45-011-A-0,0,6,145,10,10,10,30,,,,,
21832,45-012-A-0,0,7,145,10,10,10,30,,,,,
21833,45-013-A-0,0,11,145,10,10,10,30,,,,,
21834,45-014-A-0,0,11,145,10,10,10,30,,,,,
21835,45-020-A-0,0,3,145,10,10,10,30,,,,,
21836,45-021-A-0,0,10,145,10,10,10,30,,,,,
21837,45-022-B-0,0,1,145,10,10,10,30,,,,,
21838,45-025-A-0,0,8,145,10,10,10,30,,,,,
21839,45-025-B-0,0,5,145,10,10,10,30,,,,,
21840,45-025-C-0,0,5,145,10,10,10,30,,,,,
21841,45-026-A-0,0,6,145,10,10,10,30,,,,,
21842,45-027-A-0,0,7,145,10,10,10,30,,,,,
21843,45-028-A-0,0,7,145,10,10,10,30,,,,,
21844,45-029-A-0,0,5,145,10,10,10,30,,,,,
21845,45-030-A-0,0,4,145,10,10,10,30,,,,,
21846,45-031-A-0,0,5,145,10,10,10,30,,,,,
21847,45-035-A-0,0,6,145,10,10,10,30,,,,,
21848,45-037-A-0,0,7,145,10,10,10,30,,,,,
21849,45-040-A-0,0,11,145,10,10,10,30,,,,,
21850,45-041-A-0,0,9,145,10,10,10,30,,,,,
21851,45-041-B-0,0,11,145,10,10,10,30,,,,,
21852,45-043-A-0,0,9,145,10,10,10,30,,,,,
21853,45-044-A-0,0,6,145,10,10,10,30,,,,,
21854,45-045-A-0,0,7,145,10,10,10,30,,,,,
21855,45-046-A-0,0,11,145,10,10,10,30,,,,,
21856,45-047-A-0,0,18,145,10,10,10,30,,,,,
21857,45-049-A-0,0,7,145,10,10,10,30,,,,,
21858,45-050-A-0,0,6,145,10,10,10,30,,,,,
21859,45-051-A-0,0,3,145,10,10,10,30,,,,,
21860,45-053-A-0,0,8,145,10,10,10,30,,,,,
21861,45-054-A-0,0,7,145,10,10,10,30,,,,,
21862,45-056-A-0,0,2,145,10,10,10,30,,,,,
21863,45-057-A-0,0,6,145,10,10,10,30,,,,,
21864,45-058-A-0,0,1,145,10,10,10,30,,,,,
21865,45-058-B-0,0,5,145,10,10,10,30,,,,,
21866,45-062-A-0,0,4,145,10,10,10,30,,,,,
21867,45-063-A-0,0,4,145,10,10,10,30,,,,,
21868,45-064-A-0,0,7,145,10,10,10,30,,,,,
21869,45-065-A-0,0,6,145,10,10,10,30,,,,,
21870,45-066-A-0,0,5,145,10,10,10,30,,,,,
21871,45-068-A-0,0,7,145,10,10,10,30,,,,,
21872,45-069-A-0,0,9,145,10,10,10,30,,,,,
21873,45-070-A-0,0,4,145,10,10,10,30,,,,,
21874,45-071-A-0,0,7,145,10,10,10,30,,,,,
21875,45-072-A-0,0,5,145,10,10,10,30,,,,,
21876,45-074-A-0,0,3,145,10,10,10,30,,,,,
21877,45-075-A-0,0,4,145,10,10,10,30,,,,,
21878,45-076-A-0,0,5,145,10,10,10,30,,,,,
21879,46-001-A-0,0,1,146,10,10,10,30,,,,,
21880,46-002-A-0,0,5,146,10,10,10,30,,,,,
21881,46-003-A-0,0,3,146,10,10,10,30,,,,,
21882,46-004-A-0,0,1,146,10,10,10,30,,,,,
21883,46-004-B-0,0,4,146,10,10,10,30,,,,,
21884,46-005-A-0,0,5,146,10,10,10,30,,,,,
21885,46-007-A-0,0,7,146,10,10,10,30,,,,,
21886,46-007-B-0,0,2,146,10,10,10,30,,,,,
21887,46-007-C-0,0,4,146,10,10,10,30,,,,,
21888,46-008-A-0,0,7,146,10,10,10,30,,,,,
21889,46-009-A-0,0,10,146,10,10,10,30,,,,,
21890,46-010-A-0,0,15,146,10,10,10,30,,,,,
21891,46-011-B-0,0,5,146,10,10,10,30,,,,,
21892,46-012-A-0,0,5,146,10,10,10,30,,,,,
21893,46-012-D-0,0,5,146,10,10,10,30,,,,,
21894,46-013-A-0,0,6,146,10,10,10,30,,,,,
21895,46-015-A-0,0,3,146,10,10,10,30,,,,,
21896,46-016-A-0,0,11,146,10,10,10,30,,,,,
21897,46-018-A-0,0,6,146,10,10,10,30,,,,,
21898,46-018-B-0,0,5,146,10,10,10,30,,,,,
21899,46-022-A-0,0,3,146,10,10,10,30,,,,,
21900,46-024-A-0,0,7,146,10,10,10,30,,,,,
21901,46-025-A-0,0,9,146,10,10,10,30,,,,,
21902,46-026-A-0,0,4,146,10,10,10,30,,,,,
21903,46-026-B-0,0,7,146,10,10,10,30,,,,,
21904,46-028-A-0,0,3,146,10,10,10,30,,,,,
21905,46-029-A-0,0,4,146,10,10,10,30,,,,,
21906,46-030-A-0,0,6,146,10,10,10,30,,,,,
21907,46-031-A-0,0,11,146,10,10,10,30,,,,,
21908,46-032-A-0,0,8,146,10,10,10,30,,,,,
21909,46-033-A-0,0,13,146,10,10,10,30,,,,,
21910,46-034-A-0,0,5,146,10,10,10,30,,,,,
21911,46-036-A-0,0,12,146,10,10,10,30,,,,,
21912,46-037-A-0,0,3,146,10,10,10,30,,,,,
21913,46-038-A-0,0,9,146,10,10,10,30,,,,,
21914,46-039-A-0,0,7,146,10,10,10,30,,,,,
21915,46-040-A-0,0,6,146,10,10,10,30,,,,,
21916,46-041-A-0,0,8,146,10,10,10,30,,,,,
21917,46-043-A-0,0,10,146,10,10,10,30,,,,,
21918,46-044-E-0,0,1,146,10,10,10,30,,,,,
21919,46-045-A-0,0,1,146,10,10,10,30,,,,,
21920,46-046-A-0,0,13,146,10,10,10,30,,,,,
21921,46-047-A-0,0,7,146,10,10,10,30,,,,,
21922,46-047-B-0,0,9,146,10,10,10,30,,,,,
21923,46-048-A-0,0,5,146,10,10,10,30,,,,,
21924,46-049-A-0,0,7,146,10,10,10,30,,,,,
21925,46-050-A-0,0,7,146,10,10,10,30,,,,,
21926,46-051-A-0,0,7,146,10,10,10,30,,,,,
21927,46-053-A-0,0,10,146,10,10,10,30,,,,,
21928,46-055-A-0,0,8,146,10,10,10,30,,,,,
21929,46-057-A-0,0,6,146,10,10,10,30,,,,,
21930,46-058-A-0,0,9,146,10,10,10,30,,,,,
21931,46-061-A-0,0,10,146,10,10,10,30,,,,,
21932,46-061-C-0,0,6,146,10,10,10,30,,,,,
21933,46-064-B-0,0,14,146,10,10,10,30,,,,,
21934,46-065-A-0,0,7,146,10,10,10,30,,,,,
21935,46-067-A-0,0,6,146,10,10,10,30,,,,,
21936,46-068-A-0,0,14,146,10,10,10,30,,,,,
21937,46-069-A-0,0,6,146,10,10,10,30,,,,,
21938,46-071-A-0,0,15,146,10,10,10,30,,,,,
21939,46-072-A-0,0,18,146,10,10,10,30,,,,,
21940,46-073-A-0,0,8,146,10,10,10,30,,,,,
21941,46-073-B-0,0,12,146,10,10,10,30,,,,,
21942,46-073-C-0,0,8,146,10,10,10,30,,,,,
21943,46-074-A-0,0,4,146,10,10,10,30,,,,,
21944,46-075-A-0,0,3,146,10,10,10,30,,,,,
21945,46-076-A-0,0,6,146,10,10,10,30,,,,,
21946,46-077-A-0,0,7,146,10,10,10,30,,,,,
21947,46-078-A-0,0,7,146,10,10,10,30,,,,,
21948,46-079-A-0,0,7,146,10,10,10,30,,,,,
21949,46-080-A-0,0,7,146,10,10,10,30,,,,,
21950,46-081-A-0,0,6,146,10,10,10,30,,,,,
21951,46-083-A-0,0,4,146,10,10,10,30,,,,,
21952,46-084-A-0,0,7,146,10,10,10,30,,,,,
21953,46-085-A-0,0,3,146,10,10,10,30,,,,,
21954,46-086-A-0,0,1,146,10,10,10,30,,,,,
21955,46-089-A-0,0,4,146,10,10,10,30,,,,,
21956,46-091-A-0,0,3,146,10,10,10,30,,,,,
21957,46-092-A-0,0,9,146,10,10,10,30,,,,,
21958,46-093-A-0,0,6,146,10,10,10,30,,,,,
21959,46-094-A-0,0,3,146,10,10,10,30,,,,,
21960,46-095-A-0,0,2,146,10,10,10,30,,,,,
21961,46-096-A-0,0,1,146,10,10,10,30,,,,,
21962,46-098-A-0,0,1,146,10,10,10,30,,,,,
21963,46-099-A-0,0,5,146,10,10,10,30,,,,,
21964,46-100-A-0,0,5,146,10,10,10,30,,,,,
21965,46-101-A-0,0,4,146,10,10,10,30,,,,,
21966,46-102-A-0,0,4,146,10,10,10,30,,,,,
